Region,cluster_label,urbanisation_degree,education_level,age_class,sex,commute_bin,percentage
Lithuania,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,0.00
Austria,Mid-HO,Rural areas,ISCED 5–8,15-34,male,percentage_0,0.00
Greece,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,0.00
Latvia,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Croatia,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_0,0.00
Italy,Low-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_0,0.06
Belgium,High-HO,Towns and suburbs,ISCED 0–2,35-49,female,percentage_0,0.00
Slovenia,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_0,10.86
Greece,Low-HO,Cities,ISCED 0–2,35-49,male,percentage_0,0.00
Türkiye,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_0,7.29
Portugal,Mid-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_0,0.00
Portugal,Mid-HO,Total,ISCED 5–8,15-34,male,percentage_0,6.59
Denmark,High-HO,Total,All ISCED 2011 levels,15-34,male,percentage_0,3.27
France,Mid-HO,Cities,ISCED 5–8,50-74,female,percentage_0,13.02
Spain,Low-HO,Total,ISCED 3–4,50-74,male,percentage_0,2.67
Bulgaria,Low-HO,Total,ISCED 0–2,35-49,male,percentage_0,0.00
Slovenia,Mid-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,14.29
Belgium,High-HO,Total,ISCED 5–8,15-34,male,percentage_0,8.54
Türkiye,Low-HO,No response,All ISCED 2011 levels,35-49,female,percentage_0,12.70
Finland,High-HO,Rural areas,ISCED 5–8,50-74,female,percentage_0,0.00
Netherlands,High-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,5.38
Germany,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,5.33
Spain,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_0,4.82
Hungary,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_0,6.69
Austria,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,male,percentage_0,0.00
Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_0,1.01
Slovenia,Mid-HO,Total,All ISCED 2011 levels,15-34,female,percentage_0,6.04
Croatia,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_0,13.82
Finland,High-HO,Rural areas,ISCED 3–4,50-74,male,percentage_0,0.00
Slovakia,Low-HO,Rural areas,ISCED 5–8,35-49,female,percentage_0,0.00
Sweden,High-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_0,0.00
Spain,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_0,2.73
Finland,High-HO,Total,ISCED 0–2,35-49,male,percentage_0,0.00
Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_0,6.56
Belgium,High-HO,Total,All ISCED 2011 levels,15-34,female,percentage_0,4.24
Portugal,Mid-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_0,0.00
Finland,High-HO,Total,ISCED 3–4,15-34,male,percentage_0,3.08
Netherlands,High-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_0,3.48
Spain,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_0,3.22
Czechia,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_0,3.59
Türkiye,Low-HO,Total,ISCED 0–2,50-74,male,percentage_0,6.20
Romania,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,6.62
Hungary,Low-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_0,0.00
Denmark,High-HO,Total,All ISCED 2011 levels,15-34,female,percentage_0,2.29
Hungary,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Spain,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,0.00
Italy,Low-HO,Total,ISCED 0–2,50-74,female,percentage_0,2.39
Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_0,3.56
Sweden,High-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_0,0.00
Greece,Low-HO,Cities,ISCED 3–4,50-74,male,percentage_0,0.00
Latvia,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_0,0.00
Italy,Low-HO,Cities,ISCED 0–2,35-49,male,percentage_0,1.21
Netherlands,High-HO,Total,ISCED 0–2,50-74,male,percentage_0,9.75
Hungary,Low-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_0,0.00
Germany,Mid-HO,Total,ISCED 5–8,15-34,female,percentage_0,0.42
Netherlands,High-HO,Rural areas,ISCED 5–8,50-74,female,percentage_0,2.48
Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_0,1.74
Bulgaria,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_0,0.00
Italy,Low-HO,Rural areas,ISCED 3–4,50-74,male,percentage_0,3.08
Hungary,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_0,7.27
Greece,Low-HO,Total,ISCED 0–2,50-74,female,percentage_0,0.00
Bulgaria,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_0,0.00
Romania,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,0.00
Finland,High-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_0,3.22
Belgium,High-HO,Cities,ISCED 5–8,50-74,male,percentage_0,12.23
Poland,Mid-HO,Total,ISCED 5–8,50-74,male,percentage_0,8.08
Türkiye,Low-HO,No response,All ISCED 2011 levels,50-74,male,percentage_0,7.92
Greece,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,0.00
Ireland,Mid-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_0,16.71
Czechia,Low-HO,Cities,ISCED 3–4,50-74,female,percentage_0,6.44
Czechia,Low-HO,Rural areas,ISCED 5–8,15-34,female,percentage_0,0.00
Finland,High-HO,Rural areas,ISCED 5–8,35-49,female,percentage_0,8.02
Italy,Low-HO,Towns and suburbs,ISCED 5–8,50-74,female,percentage_0,0.00
Romania,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Estonia,Mid-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_0,0.00
Germany,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_0,0.00
Greece,Low-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_0,0.00
Austria,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_0,5.18
Poland,Mid-HO,Cities,ISCED 0–2,15-34,male,percentage_0,0.00
Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_0,3.42
Türkiye,Low-HO,Total,ISCED 3–4,35-49,female,percentage_0,7.19
Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_0,0.00
Germany,Mid-HO,Total,ISCED 5–8,35-49,male,percentage_0,8.15
Austria,Mid-HO,Rural areas,ISCED 0–2,15-34,male,percentage_0,0.00
Greece,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Ireland,Mid-HO,Total,ISCED 5–8,50-74,female,percentage_0,1.35
Croatia,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,9.02
France,Mid-HO,Cities,ISCED 3–4,35-49,female,percentage_0,0.00
Belgium,High-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,15.70
France,Mid-HO,Total,ISCED 0–2,35-49,female,percentage_0,0.00
Netherlands,High-HO,Rural areas,ISCED 0–2,50-74,male,percentage_0,21.13
Türkiye,Low-HO,Total,ISCED 5–8,50-74,male,percentage_0,2.54
Romania,Low-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,5.39
Finland,High-HO,Total,ISCED 3–4,50-74,female,percentage_0,5.35
Poland,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,6.60
Ireland,Mid-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,0.00
Estonia,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,5.87
Romania,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_0,2.25
Hungary,Low-HO,Rural areas,ISCED 0–2,50-74,female,percentage_0,0.00
Portugal,Mid-HO,Total,ISCED 5–8,50-74,female,percentage_0,0.00
Latvia,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_0,0.00
Portugal,Mid-HO,Cities,ISCED 0–2,35-49,male,percentage_0,0.00
Germany,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_0,2.09
Hungary,Low-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_0,8.06
Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_0,3.43
Czechia,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_0,2.61
Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Croatia,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_0,6.65
France,Mid-HO,Cities,ISCED 5–8,35-49,female,percentage_0,5.83
Finland,High-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,0.00
Austria,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_0,0.00
Poland,Mid-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_0,2.39
Netherlands,High-HO,Cities,ISCED 5–8,35-49,male,percentage_0,7.51
Romania,Low-HO,Cities,ISCED 3–4,35-49,female,percentage_0,0.00
Spain,Low-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_0,0.00
Spain,Low-HO,Cities,ISCED 3–4,50-74,male,percentage_0,2.27
France,Mid-HO,Rural areas,ISCED 5–8,35-49,male,percentage_0,0.00
Sweden,High-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,0.00
Denmark,High-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,1.06
Netherlands,High-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_0,2.70
Belgium,High-HO,Rural areas,ISCED 5–8,35-49,female,percentage_0,5.81
Austria,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Austria,Mid-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Bulgaria,Low-HO,Cities,ISCED 5–8,50-74,female,percentage_0,0.00
Italy,Low-HO,Total,ISCED 3–4,15-34,male,percentage_0,1.16
Finland,High-HO,Total,ISCED 5–8,15-34,male,percentage_0,3.61
Italy,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Ireland,Mid-HO,Rural areas,ISCED 3–4,50-74,female,percentage_0,15.14
Netherlands,High-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_0,7.12
Italy,Low-HO,Rural areas,ISCED 5–8,35-49,male,percentage_0,0.00
Poland,Mid-HO,Total,ISCED 0–2,50-74,female,percentage_0,12.96
Spain,Low-HO,Cities,ISCED 5–8,35-49,male,percentage_0,0.29
France,Mid-HO,Cities,ISCED 5–8,15-34,female,percentage_0,0.00
Denmark,High-HO,Towns and suburbs,ISCED 0–2,15-34,male,percentage_0,0.00
Bulgaria,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_0,3.85
Ireland,Mid-HO,Cities,ISCED 5–8,50-74,male,percentage_0,14.85
Italy,Low-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_0,2.94
Austria,Mid-HO,Total,ISCED 3–4,50-74,male,percentage_0,5.00
Lithuania,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_0,2.99
Portugal,Mid-HO,Cities,ISCED 3–4,35-49,male,percentage_0,0.00
Belgium,High-HO,Total,All ISCED 2011 levels,35-49,female,percentage_0,7.14
Spain,Low-HO,Rural areas,ISCED 5–8,15-34,male,percentage_0,0.00
Estonia,Mid-HO,Total,All ISCED 2011 levels,15-34,male,percentage_0,0.00
Lithuania,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_0,0.00
Hungary,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Finland,High-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_0,6.43
Netherlands,High-HO,Cities,ISCED 5–8,50-74,female,percentage_0,16.03
Finland,High-HO,Cities,ISCED 5–8,35-49,male,percentage_0,7.47
Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,7.87
Ireland,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_0,0.00
Sweden,High-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_0,0.00
Estonia,Mid-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_0,0.00
Italy,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_0,1.02
Slovakia,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_0,6.64
Lithuania,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,0.00
Italy,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,1.74
Poland,Mid-HO,Rural areas,ISCED 0–2,35-49,female,percentage_0,0.00
Türkiye,Low-HO,Total,ISCED 5–8,15-34,female,percentage_0,1.22
France,Mid-HO,Rural areas,ISCED 3–4,50-74,male,percentage_0,11.19
Austria,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_0,0.00
Sweden,High-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_0,0.00
Poland,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,11.62
Romania,Low-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_0,0.00
Greece,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,0.00
Slovenia,Mid-HO,Rural areas,ISCED 3–4,35-49,male,percentage_0,31.20
Romania,Low-HO,Total,ISCED 3–4,15-34,female,percentage_0,2.64
Croatia,Low-HO,Total,ISCED 3–4,50-74,female,percentage_0,9.52
Latvia,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_0,0.00
Lithuania,Low-HO,Total,ISCED 5–8,15-34,female,percentage_0,0.00
Germany,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_0,5.94
Croatia,Low-HO,Cities,ISCED 3–4,15-34,male,percentage_0,0.00
Sweden,High-HO,Total,ISCED 5–8,15-34,male,percentage_0,0.00
Hungary,Low-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_0,5.93
Czechia,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_0,2.31
Austria,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,6.95
Portugal,Mid-HO,Total,ISCED 5–8,50-74,male,percentage_0,8.44
Sweden,High-HO,Total,All ISCED 2011 levels,35-49,male,percentage_0,3.48
Italy,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_0,1.40
Poland,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_0,3.91
Netherlands,High-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_0,7.77
Poland,Mid-HO,Total,ISCED 3–4,50-74,male,percentage_0,6.26
Belgium,High-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_0,4.10
Sweden,High-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,0.00
Portugal,Mid-HO,Total,ISCED 5–8,15-34,female,percentage_0,0.00
Sweden,High-HO,Cities,ISCED 5–8,35-49,female,percentage_0,0.00
Germany,Mid-HO,Rural areas,ISCED 3–4,50-74,male,percentage_0,7.31
Bulgaria,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_0,0.00
Ireland,Mid-HO,Total,ISCED 3–4,50-74,female,percentage_0,7.23
Luxembourg,High-HO,Total,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Spain,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_0,5.79
Portugal,Mid-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,3.36
Poland,Mid-HO,Cities,ISCED 5–8,50-74,female,percentage_0,4.25
Slovenia,Mid-HO,Total,ISCED 5–8,35-49,male,percentage_0,11.31
Belgium,High-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_0,10.60
Poland,Mid-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_0,0.44
Netherlands,High-HO,Total,ISCED 3–4,35-49,female,percentage_0,11.91
Hungary,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_0,4.49
Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_0,2.03
Lithuania,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_0,0.00
Portugal,Mid-HO,Cities,ISCED 5–8,50-74,female,percentage_0,0.00
Ireland,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,9.72
Portugal,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_0,7.93
Austria,Mid-HO,Rural areas,ISCED 5–8,35-49,female,percentage_0,8.35
Ireland,Mid-HO,Total,All ISCED 2011 levels,15-34,male,percentage_0,7.99
Italy,Low-HO,Cities,ISCED 0–2,50-74,female,percentage_0,2.48
Türkiye,Low-HO,No response,ISCED 0–2,15-34,male,percentage_0,3.74
Greece,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_0,0.00
Hungary,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,4.19
Spain,Low-HO,Cities,ISCED 3–4,35-49,female,percentage_0,2.80
Latvia,Low-HO,Cities,ISCED 3–4,50-74,male,percentage_0,0.00
Spain,Low-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_0,1.94
Netherlands,High-HO,Rural areas,ISCED 3–4,35-49,male,percentage_0,7.84
Slovakia,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_0,0.00
Netherlands,High-HO,Towns and suburbs,ISCED 0–2,15-34,female,percentage_0,0.36
Denmark,High-HO,Total,ISCED 3–4,15-34,male,percentage_0,3.17
Czechia,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_0,3.17
Portugal,Mid-HO,Total,ISCED 3–4,15-34,male,percentage_0,4.01
Germany,Mid-HO,Total,All ISCED 2011 levels,50-74,male,percentage_0,6.14
Bulgaria,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_0,0.00
Hungary,Low-HO,Total,ISCED 0–2,50-74,female,percentage_0,0.00
Hungary,Low-HO,Total,ISCED 3–4,15-34,male,percentage_0,7.21
Czechia,Low-HO,Total,ISCED 3–4,50-74,female,percentage_0,9.07
Hungary,Low-HO,Rural areas,ISCED 0–2,35-49,female,percentage_0,0.00
Denmark,High-HO,Cities,ISCED 5–8,15-34,male,percentage_0,0.00
Slovenia,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_0,20.29
Poland,Mid-HO,Cities,ISCED 3–4,50-74,male,percentage_0,2.62
Denmark,High-HO,Cities,ISCED 5–8,15-34,female,percentage_0,0.00
Romania,Low-HO,Total,ISCED 0–2,35-49,female,percentage_0,11.80
Hungary,Low-HO,Rural areas,ISCED 0–2,15-34,male,percentage_0,0.00
Italy,Low-HO,Towns and suburbs,ISCED 0–2,15-34,male,percentage_0,0.00
Germany,Mid-HO,Rural areas,ISCED 3–4,35-49,female,percentage_0,0.00
Portugal,Mid-HO,Cities,ISCED 5–8,50-74,male,percentage_0,13.04
Luxembourg,High-HO,Total,All ISCED 2011 levels,15-34,male,percentage_0,0.00
Austria,Mid-HO,Total,ISCED 3–4,35-49,female,percentage_0,5.27
Czechia,Low-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_0,6.71
Slovakia,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_0,0.00
Germany,Mid-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_0,6.19
Estonia,Mid-HO,Total,ISCED 5–8,50-74,female,percentage_0,6.95
Hungary,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_0,6.59
Belgium,High-HO,Total,ISCED 5–8,15-34,female,percentage_0,4.09
Lithuania,Low-HO,Total,ISCED 3–4,50-74,male,percentage_0,3.24
Netherlands,High-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_0,4.10
France,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_0,13.61
Denmark,High-HO,Rural areas,ISCED 3–4,50-74,female,percentage_0,9.68
Spain,Low-HO,Cities,ISCED 0–2,50-74,female,percentage_0,2.88
Poland,Mid-HO,Cities,ISCED 5–8,15-34,female,percentage_0,3.35
Netherlands,High-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_0,20.05
France,Mid-HO,Total,All ISCED 2011 levels,50-74,male,percentage_0,8.39
Türkiye,Low-HO,No response,ISCED 3–4,15-34,female,percentage_0,5.23
Greece,Low-HO,Total,ISCED 5–8,15-34,female,percentage_0,0.00
Hungary,Low-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_0,0.70
Romania,Low-HO,Total,ISCED 0–2,50-74,female,percentage_0,10.95
Belgium,High-HO,Cities,ISCED 0–2,35-49,female,percentage_0,0.00
Finland,High-HO,Rural areas,ISCED 3–4,15-34,female,percentage_0,0.00
Lithuania,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_0,0.00
Czechia,Low-HO,Cities,ISCED 5–8,15-34,female,percentage_0,8.80
Czechia,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_0,3.08
Slovakia,Low-HO,Total,ISCED 3–4,15-34,female,percentage_0,4.35
Germany,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_0,5.97
Germany,Mid-HO,Cities,ISCED 5–8,15-34,female,percentage_0,0.00
Czechia,Low-HO,Rural areas,ISCED 5–8,35-49,male,percentage_0,0.00
Germany,Mid-HO,Total,ISCED 0–2,50-74,female,percentage_0,0.00
Poland,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_0,10.70
France,Mid-HO,Rural areas,ISCED 5–8,15-34,female,percentage_0,0.00
Belgium,High-HO,Rural areas,ISCED 5–8,50-74,female,percentage_0,23.29
Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_0,6.08
Austria,Mid-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_0,5.98
France,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_0,3.99
Netherlands,High-HO,Total,ISCED 5–8,15-34,female,percentage_0,5.02
Finland,High-HO,Cities,ISCED 5–8,15-34,female,percentage_0,0.00
Italy,Low-HO,Cities,ISCED 5–8,50-74,male,percentage_0,4.41
Spain,Low-HO,Rural areas,ISCED 0–2,15-34,male,percentage_0,0.00
Latvia,Low-HO,Total,ISCED 5–8,35-49,female,percentage_0,0.00
France,Mid-HO,Total,ISCED 5–8,50-74,male,percentage_0,9.44
Czechia,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_0,2.31
Cyprus,Low-HO,Total,ISCED 5–8,35-49,male,percentage_0,0.00
Spain,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_0,3.11
Poland,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_0,12.73
Czechia,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,2.99
Greece,Low-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_0,0.00
Slovakia,Low-HO,Total,ISCED 3–4,50-74,female,percentage_0,7.15
Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_0,0.00
Romania,Low-HO,Rural areas,ISCED 3–4,50-74,male,percentage_0,6.25
Bulgaria,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_0,2.71
Sweden,High-HO,Total,ISCED 5–8,50-74,male,percentage_0,0.00
France,Mid-HO,Rural areas,ISCED 3–4,35-49,male,percentage_0,8.16
Bulgaria,Low-HO,Cities,ISCED 5–8,15-34,female,percentage_0,0.00
Italy,Low-HO,Total,ISCED 3–4,50-74,male,percentage_0,2.72
Spain,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_0,1.21
France,Mid-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_0,7.92
Spain,Low-HO,Total,ISCED 0–2,15-34,female,percentage_0,0.00
Latvia,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_0,0.00
Ireland,Mid-HO,Total,ISCED 0–2,50-74,female,percentage_0,0.00
Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_0,2.37
Czechia,Low-HO,Total,All ISCED 2011 levels,50-74,male,percentage_0,3.92
Finland,High-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_0,0.00
Lithuania,Low-HO,Rural areas,ISCED 5–8,50-74,female,percentage_0,0.00
Ireland,Mid-HO,Rural areas,ISCED 5–8,15-34,female,percentage_0,0.00
Denmark,High-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_0,4.22
Malta,Mid-HO,Total,All ISCED 2011 levels,15-34,male,percentage_0,0.00
Hungary,Low-HO,Cities,ISCED 3–4,50-74,female,percentage_0,7.62
Poland,Mid-HO,Total,ISCED 3–4,35-49,female,percentage_0,8.92
Ireland,Mid-HO,Total,ISCED 5–8,15-34,male,percentage_0,0.44
Malta,Mid-HO,Total,All ISCED 2011 levels,35-49,male,percentage_0,0.00
