"percentage_0","percentage_1_14","percentage_15_29","percentage_30_44","percentage_under45","percentage_45_59","percentage_60","percentage_over45","Region","cluster_label","urbanisation_degree","education_level","age_class","sex"
4.99,38.64,4.00,28.30,75.93,11.13,12.93,24.06,Austria,Mid-HO,Total,All ISCED 2011 levels,"35-49",male
0.64,28.48,40.70,21.80,91.62,3.98,4.40,8.38,Slovakia,Low-HO,Rural areas,ISCED 3–4,"35-49",female
0.00,22.19,35.75,25.48,83.42,0.00,16.58,16.58,Croatia,Low-HO,Cities,All ISCED 2011 levels,"15-34",male
0.13,47.17,29.29,14.16,90.75,2.92,6.34,9.26,Italy,Low-HO,Towns and suburbs,ISCED 0–2,"50-74",male
0.00,24.45,41.10,23.10,88.65,5.74,5.61,11.35,Greece,Low-HO,Cities,ISCED 5–8,"35-49",male
10.17,31.78,41.28,2.97,86.20,5.51,8.29,13.80,Poland,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",male
10.06,15.40,27.31,27.45,80.22,5.27,14.51,19.78,Hungary,Low-HO,Total,ISCED 5–8,"50-74",male
0.00,1.35,25.56,44.39,71.30,10.54,18.16,28.70,Latvia,Low-HO,Total,ISCED 5–8,"35-49",male
0.00,25.49,43.74,3.62,72.85,14.66,12.49,27.15,Germany,Mid-HO,Cities,ISCED 5–8,"15-34",male
7.15,20.71,28.44,25.86,82.16,6.45,11.39,17.84,Hungary,Low-HO,Total,ISCED 3–4,"35-49",male
6.77,20.58,4.15,50.63,82.13,2.35,15.52,17.87,Czechia,Low-HO,Total,ISCED 5–8,"15-34",male
0.00,18.69,41.33,23.93,83.95,5.46,10.59,16.05,Sweden,High-HO,Total,ISCED 5–8,"15-34",female
0.00,24.86,6.98,49.72,81.56,11.47,6.98,18.45,Bulgaria,Low-HO,Total,All ISCED 2011 levels,"15-34",female
2.87,3.70,42.79,31.80,81.16,7.38,11.45,18.83,Türkiye,Low-HO,Total,All ISCED 2011 levels,"35-49",male
2.88,37.93,31.19,16.56,88.56,4.73,6.71,11.44,Portugal,Mid-HO,Total,All ISCED 2011 levels,"35-49",male
10.47,4.37,62.61,3.90,81.35,1.78,16.88,18.66,France,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",male
0.87,44.76,34.13,13.58,93.34,3.70,2.95,6.65,Greece,Low-HO,Total,All ISCED 2011 levels,"50-74",male
0.00,52.54,5.79,24.05,82.38,3.75,13.87,17.62,Poland,Mid-HO,Towns and suburbs,ISCED 5–8,"15-34",female
0.56,30.23,35.80,19.76,86.35,7.73,5.93,13.66,Finland,High-HO,Total,All ISCED 2011 levels,"50-74",female
4.38,45.68,26.34,12.56,88.96,2.86,8.18,11.04,Spain,Low-HO,Rural areas,ISCED 0–2,"50-74",male
10.29,23.44,30.52,20.52,84.77,7.56,7.67,15.23,France,Mid-HO,Total,ISCED 5–8,"50-74",female
0.00,56.47,6.64,4.37,67.48,16.43,16.08,32.51,Greece,Low-HO,Cities,ISCED 5–8,"15-34",female
2.70,50.12,34.65,2.10,89.57,4.30,6.12,10.42,Türkiye,Low-HO,No response,ISCED 0–2,"35-49",female
1.84,15.31,39.83,26.47,83.45,8.39,8.15,16.54,Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,8.52,31.33,46.70,86.55,13.45,0.00,13.45,Bulgaria,Low-HO,Cities,ISCED 5–8,"15-34",male
0.00,55.94,28.96,15.10,100.00,0.00,0.00,0.00,Austria,Mid-HO,Towns and suburbs,ISCED 5–8,"50-74",female
12.00,26.00,48.00,14.00,100.00,0.00,0.00,0.00,Slovenia,Mid-HO,Cities,All ISCED 2011 levels,"35-49",male
1.91,27.63,36.53,19.95,86.02,3.52,10.46,13.98,Czechia,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",male
9.22,4.26,62.17,24.35,100.00,0.00,0.00,0.00,Belgium,High-HO,Total,ISCED 0–2,"15-34",female
4.85,59.62,6.61,4.48,75.56,1.25,23.20,24.45,Spain,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",male
0.00,24.71,37.53,28.67,90.91,0.00,9.09,9.09,Finland,High-HO,Cities,ISCED 3–4,"50-74",female
10.07,15.56,27.25,24.77,77.65,10.78,11.57,22.35,Denmark,High-HO,Total,ISCED 5–8,"50-74",male
5.62,3.04,71.89,5.30,85.85,7.39,6.76,14.15,Poland,Mid-HO,Cities,All ISCED 2011 levels,"50-74",female
11.99,30.99,33.04,3.22,79.24,0.00,20.76,20.76,Hungary,Low-HO,Towns and suburbs,ISCED 5–8,"50-74",male
1.02,52.12,35.33,2.07,90.54,3.21,6.24,9.45,Italy,Low-HO,Rural areas,ISCED 0–2,"35-49",male
8.21,33.48,38.23,20.09,100.01,0.00,0.00,0.00,Slovenia,Mid-HO,Total,ISCED 5–8,"50-74",female
15.88,37.88,36.77,9.47,100.00,0.00,0.00,0.00,Netherlands,High-HO,Rural areas,ISCED 3–4,"50-74",female
0.00,34.76,42.06,3.00,79.82,0.00,20.17,20.17,Portugal,Mid-HO,Cities,ISCED 3–4,"50-74",male
6.36,38.64,38.64,1.89,85.53,4.84,9.62,14.46,Hungary,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
3.02,25.52,38.58,23.11,90.23,8.95,0.82,9.77,Denmark,High-HO,Cities,All ISCED 2011 levels,"15-34",male
1.99,40.55,38.09,14.65,95.28,4.01,0.71,4.72,Spain,Low-HO,Towns and suburbs,ISCED 0–2,"15-34",male
0.21,37.74,31.13,20.54,89.62,4.07,6.31,10.38,Italy,Low-HO,Cities,ISCED 0–2,"50-74",male
15.41,33.85,25.36,17.20,91.82,3.84,4.34,8.18,Türkiye,Low-HO,No response,ISCED 0–2,"15-34",female
2.09,22.20,39.38,23.07,86.74,6.96,6.28,13.24,Czechia,Low-HO,Total,ISCED 3–4,"15-34",female
6.17,23.83,29.50,25.17,84.67,7.67,7.67,15.34,Slovenia,Mid-HO,Total,ISCED 5–8,"15-34",female
0.00,19.37,34.23,30.41,84.01,0.00,15.99,15.99,Ireland,Mid-HO,Cities,ISCED 3–4,"35-49",male
10.99,40.55,6.94,4.18,62.66,15.55,21.79,37.34,Belgium,High-HO,Cities,All ISCED 2011 levels,"35-49",male
6.35,23.22,35.68,24.12,89.37,4.21,6.42,10.63,Poland,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",male
1.18,30.88,31.99,20.25,84.30,5.06,10.64,15.70,Spain,Low-HO,Total,All ISCED 2011 levels,"15-34",female
0.17,32.68,37.99,19.83,90.67,5.48,3.85,9.33,Greece,Low-HO,Total,ISCED 5–8,"35-49",female
0.00,85.33,10.17,4.50,100.00,0.00,0.00,0.00,France,Mid-HO,Rural areas,ISCED 3–4,"15-34",female
0.00,43.46,35.51,21.02,99.99,0.00,0.00,0.00,Portugal,Mid-HO,Cities,ISCED 0–2,"15-34",male
22.34,46.53,17.08,9.49,95.44,1.74,2.82,4.56,Türkiye,Low-HO,No response,ISCED 0–2,"50-74",female
0.71,26.92,31.83,23.95,83.41,6.93,9.67,16.60,Türkiye,Low-HO,Total,ISCED 5–8,"35-49",male
0.44,18.29,42.35,2.66,63.74,17.07,19.18,36.25,Netherlands,High-HO,Towns and suburbs,ISCED 5–8,"15-34",male
5.52,59.73,28.99,0.97,95.21,0.00,4.79,4.79,Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
0.00,46.50,35.83,11.83,94.16,5.83,0.00,5.83,Finland,High-HO,Rural areas,ISCED 3–4,"50-74",female
1.22,21.83,31.67,27.49,82.21,7.15,10.65,17.80,Türkiye,Low-HO,No response,ISCED 5–8,"15-34",female
0.09,37.41,38.60,16.68,92.78,3.75,3.46,7.21,Greece,Low-HO,Total,All ISCED 2011 levels,"35-49",male
12.70,31.79,27.82,17.50,89.81,4.08,6.11,10.19,Türkiye,Low-HO,Total,All ISCED 2011 levels,"35-49",female
14.96,26.56,34.76,2.32,78.60,10.22,11.20,21.42,Netherlands,High-HO,Total,ISCED 5–8,"50-74",female
0.00,59.26,39.18,1.56,100.00,0.00,0.00,0.00,Greece,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",male
3.30,7.74,75.38,4.33,90.75,6.95,2.30,9.25,Spain,Low-HO,Total,ISCED 3–4,"15-34",male
0.00,17.95,37.28,30.87,86.10,13.91,0.00,13.91,Croatia,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
18.58,23.52,26.09,16.60,84.79,7.71,7.51,15.22,Belgium,High-HO,Rural areas,ISCED 3–4,"50-74",male
12.14,12.71,22.96,21.82,69.63,9.11,21.25,30.36,Belgium,High-HO,Rural areas,ISCED 5–8,"35-49",male
10.57,30.06,32.21,15.50,88.34,5.65,6.01,11.66,Netherlands,High-HO,Total,All ISCED 2011 levels,"50-74",female
0.00,28.43,38.32,21.19,87.94,6.22,5.84,12.06,Denmark,High-HO,Rural areas,ISCED 5–8,"35-49",female
10.98,20.36,27.48,18.13,76.95,9.65,13.40,23.05,Netherlands,High-HO,Total,All ISCED 2011 levels,"50-74",male
11.60,32.16,32.26,16.86,92.88,6.45,0.67,7.12,France,Mid-HO,Total,All ISCED 2011 levels,"50-74",female
0.00,48.12,36.09,2.63,86.84,0.00,13.16,13.16,Hungary,Low-HO,Rural areas,ISCED 0–2,"50-74",male
0.00,35.62,35.99,3.80,75.41,13.63,10.96,24.59,Germany,Mid-HO,Towns and suburbs,ISCED 5–8,"35-49",male
0.00,35.45,39.41,17.15,92.01,4.42,3.57,7.99,Greece,Low-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
5.48,1.23,38.97,41.44,87.12,8.72,4.17,12.89,Bulgaria,Low-HO,Cities,ISCED 3–4,"50-74",male
0.00,39.48,33.02,27.51,100.01,0.00,0.00,0.00,France,Mid-HO,Towns and suburbs,ISCED 5–8,"35-49",female
3.18,28.20,31.15,21.12,83.65,8.14,8.21,16.35,Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,43.16,34.13,14.81,92.10,0.00,7.90,7.90,Ireland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
3.48,60.27,20.76,10.22,94.73,2.16,3.12,5.28,Italy,Low-HO,Rural areas,ISCED 0–2,"50-74",female
17.01,32.25,3.74,23.50,76.50,10.62,12.88,23.50,Netherlands,High-HO,Towns and suburbs,ISCED 3–4,"50-74",male
18.77,38.35,5.07,3.14,65.33,14.63,20.04,34.67,Netherlands,High-HO,Total,ISCED 3–4,"50-74",male
0.22,33.74,29.78,20.27,84.01,7.54,8.45,15.99,Austria,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",male
4.99,23.50,34.31,20.81,83.61,8.64,7.75,16.39,Czechia,Low-HO,Total,ISCED 5–8,"50-74",female
12.10,31.85,31.60,15.46,91.01,4.29,4.71,9.00,Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",female
0.00,38.64,33.20,17.09,88.93,11.07,0.00,11.07,Croatia,Low-HO,Total,ISCED 5–8,"50-74",female
0.00,31.10,41.67,2.35,75.12,12.06,12.83,24.89,France,Mid-HO,Total,ISCED 0–2,"35-49",male
3.89,19.64,39.73,25.00,88.26,0.00,11.74,11.74,Poland,Mid-HO,Total,ISCED 0–2,"15-34",male
11.58,15.43,21.16,19.39,67.56,11.70,20.74,32.44,Belgium,High-HO,Towns and suburbs,ISCED 5–8,"50-74",male
5.61,23.10,25.23,24.52,78.46,9.88,11.66,21.54,Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
8.01,24.02,32.24,21.25,85.52,7.91,6.57,14.48,Belgium,High-HO,Rural areas,All ISCED 2011 levels,"15-34",female
4.88,29.66,38.01,19.17,91.72,0.69,7.59,8.28,Belgium,High-HO,Total,ISCED 3–4,"15-34",female
16.07,26.85,32.77,23.47,99.16,0.00,0.85,0.85,Slovenia,Mid-HO,Rural areas,ISCED 3–4,"15-34",male
11.06,33.66,31.82,15.60,92.14,4.88,2.99,7.87,Netherlands,High-HO,Towns and suburbs,ISCED 3–4,"50-74",female
0.00,37.98,45.04,16.98,100.00,0.00,0.00,0.00,Greece,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",female
11.17,3.16,31.70,28.60,74.63,10.26,15.11,25.37,Germany,Mid-HO,Towns and suburbs,ISCED 5–8,"50-74",male
5.90,55.11,3.25,16.37,80.63,8.90,10.47,19.37,Spain,Low-HO,Rural areas,ISCED 3–4,"50-74",male
0.00,32.60,45.99,21.41,100.00,0.00,0.00,0.00,Lithuania,Low-HO,Rural areas,ISCED 5–8,"35-49",female
0.45,24.01,4.98,42.14,71.58,14.76,13.66,28.42,Austria,Mid-HO,Cities,All ISCED 2011 levels,"35-49",male
4.72,18.15,42.20,26.17,91.24,8.27,0.50,8.77,Finland,High-HO,Cities,All ISCED 2011 levels,"35-49",female
5.78,37.59,6.06,34.56,83.99,6.06,9.94,16.00,Türkiye,Low-HO,No response,ISCED 5–8,"50-74",female
15.98,41.66,5.16,3.51,66.31,14.44,19.25,33.69,Denmark,High-HO,Total,All ISCED 2011 levels,"50-74",male
2.54,30.05,35.62,20.86,89.07,5.05,5.88,10.93,Türkiye,Low-HO,No response,ISCED 5–8,"50-74",male
0.00,29.07,5.03,38.47,72.57,10.27,17.16,27.43,Ireland,Mid-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,89.92,4.42,5.66,100.00,0.00,0.00,0.00,Greece,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
7.56,27.39,38.81,14.69,88.45,7.50,4.05,11.55,Croatia,Low-HO,Total,ISCED 3–4,"35-49",female
10.45,48.44,30.41,10.70,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,ISCED 0–2,"50-74",male
0.00,59.11,32.87,8.03,100.01,0.00,0.00,0.00,Greece,Low-HO,Rural areas,ISCED 0–2,"35-49",male
0.00,32.77,34.17,21.01,87.95,0.00,12.04,12.04,Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",male
8.26,15.31,28.55,21.79,73.91,9.42,16.67,26.09,Ireland,Mid-HO,Total,ISCED 5–8,"35-49",male
5.05,23.38,32.37,23.62,84.42,5.46,10.11,15.57,Romania,Low-HO,Rural areas,ISCED 3–4,"15-34",female
7.19,28.30,32.76,18.63,86.88,4.64,8.49,13.13,Türkiye,Low-HO,No response,ISCED 3–4,"35-49",female
1.67,44.48,28.45,16.15,90.75,3.11,6.14,9.25,Italy,Low-HO,Total,ISCED 0–2,"50-74",male
8.69,24.33,6.68,39.84,79.54,12.83,7.62,20.45,Finland,High-HO,Cities,ISCED 5–8,"35-49",female
0.00,16.86,32.97,31.27,81.10,9.49,9.41,18.90,Latvia,Low-HO,Total,All ISCED 2011 levels,"15-34",female
3.40,29.91,30.07,22.99,86.37,3.32,10.31,13.63,Portugal,Mid-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,30.61,40.23,20.21,91.05,0.00,8.94,8.94,Germany,Mid-HO,Rural areas,ISCED 3–4,"15-34",male
3.69,24.07,31.91,22.33,82.00,7.71,10.28,17.99,Germany,Mid-HO,Total,All ISCED 2011 levels,"35-49",male
10.87,21.50,28.29,21.23,81.89,7.89,10.21,18.10,Belgium,High-HO,Total,ISCED 5–8,"50-74",female
4.21,23.67,36.14,21.05,85.07,4.69,10.25,14.94,Belgium,High-HO,Total,ISCED 0–2,"15-34",male
0.00,41.47,41.47,3.46,86.40,0.00,13.61,13.61,Denmark,High-HO,Total,ISCED 0–2,"35-49",male
0.71,26.92,31.83,23.95,83.41,6.93,9.67,16.60,Türkiye,Low-HO,No response,ISCED 5–8,"35-49",male
0.00,31.37,42.63,26.01,100.01,0.00,0.00,0.00,Czechia,Low-HO,Total,ISCED 0–2,"50-74",female
0.00,18.20,48.02,33.77,99.99,0.00,0.00,0.00,Slovakia,Low-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,51.14,4.19,25.11,80.44,0.00,19.56,19.56,Sweden,High-HO,Rural areas,ISCED 3–4,"50-74",male
15.47,18.91,28.41,22.39,85.18,12.54,2.27,14.81,Belgium,High-HO,Total,ISCED 5–8,"50-74",male
5.42,24.04,39.03,24.53,93.02,3.62,3.37,6.99,Poland,Mid-HO,Total,ISCED 3–4,"15-34",female
1.58,37.48,29.42,18.02,86.50,4.28,9.21,13.49,Italy,Low-HO,Total,ISCED 3–4,"35-49",male
0.00,50.00,36.55,13.45,100.00,0.00,0.00,0.00,Greece,Low-HO,Towns and suburbs,ISCED 5–8,"50-74",female
0.00,49.55,37.10,2.49,89.14,10.86,0.00,10.86,Greece,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",male
3.34,52.67,25.87,12.54,94.42,1.92,3.65,5.57,Spain,Low-HO,Towns and suburbs,ISCED 0–2,"50-74",female
0.41,4.51,44.24,28.61,77.77,6.64,15.61,22.25,Italy,Low-HO,Cities,ISCED 3–4,"50-74",male
15.69,12.76,55.10,16.45,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",female
2.88,25.99,33.18,19.79,81.84,4.80,13.36,18.16,Italy,Low-HO,Total,ISCED 5–8,"15-34",male
0.00,49.34,32.18,18.48,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,ISCED 0–2,"35-49",male
6.31,2.23,40.73,27.56,76.83,11.46,11.72,23.18,France,Mid-HO,Total,ISCED 5–8,"15-34",male
0.00,27.98,32.41,3.88,64.27,18.01,17.73,35.74,Denmark,High-HO,Towns and suburbs,ISCED 5–8,"35-49",male
2.93,19.73,46.88,20.73,90.27,4.07,5.66,9.73,Slovakia,Low-HO,Total,All ISCED 2011 levels,"15-34",female
3.82,35.51,29.53,16.81,85.67,4.43,9.89,14.32,Spain,Low-HO,Total,All ISCED 2011 levels,"50-74",female
6.08,4.56,39.29,25.54,75.47,10.71,13.82,24.53,Austria,Mid-HO,Rural areas,ISCED 3–4,"35-49",male
4.62,31.26,51.07,13.06,100.01,0.00,0.00,0.00,Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
4.29,29.79,36.36,18.72,89.16,5.75,5.08,10.83,Czechia,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.00,32.19,55.84,11.97,100.00,0.00,0.00,0.00,Cyprus,Low-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,16.72,52.72,26.36,95.80,0.00,4.21,4.21,Lithuania,Low-HO,Total,ISCED 5–8,"35-49",male
3.58,2.16,34.75,34.38,74.87,9.84,15.29,25.13,Latvia,Low-HO,Total,All ISCED 2011 levels,"35-49",female
22.12,33.64,30.22,0.00,85.98,0.00,14.02,14.02,Croatia,Low-HO,Total,ISCED 0–2,"50-74",male
1.35,23.06,34.03,21.94,80.38,8.84,10.78,19.62,Belgium,High-HO,Total,ISCED 3–4,"50-74",male
0.00,15.61,3.50,46.82,65.93,17.52,16.56,34.08,Latvia,Low-HO,Total,ISCED 5–8,"50-74",male
7.25,11.43,30.47,33.60,82.75,7.78,9.46,17.24,Hungary,Low-HO,Cities,ISCED 3–4,"35-49",male
0.00,1.88,44.31,34.11,80.30,9.50,10.20,19.70,Austria,Mid-HO,Cities,ISCED 5–8,"35-49",male
3.15,52.05,34.42,1.77,91.39,0.42,8.18,8.60,Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
6.03,21.13,32.32,20.03,79.51,8.00,12.48,20.48,Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
1.21,46.14,27.74,14.11,89.20,4.42,6.39,10.81,Spain,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
0.00,40.15,31.62,18.53,90.30,0.00,9.71,9.71,Austria,Mid-HO,Total,ISCED 0–2,"15-34",female
0.00,14.54,54.79,30.67,100.00,0.00,0.00,0.00,Lithuania,Low-HO,Cities,ISCED 5–8,"15-34",male
6.13,2.53,46.15,29.60,84.41,10.52,5.06,15.58,Denmark,High-HO,Cities,All ISCED 2011 levels,"50-74",female
6.20,33.93,33.55,22.09,95.77,0.00,4.23,4.23,Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
0.00,49.87,39.71,10.43,100.01,0.00,0.00,0.00,Portugal,Mid-HO,Towns and suburbs,ISCED 3–4,"15-34",female
4.71,30.45,28.71,21.50,85.37,6.07,8.56,14.63,Hungary,Low-HO,Total,ISCED 3–4,"50-74",female
6.64,50.94,4.86,19.62,82.06,10.60,7.33,17.93,Finland,High-HO,Rural areas,All ISCED 2011 levels,"50-74",female
0.00,27.19,52.19,20.63,100.01,0.00,0.00,0.00,Lithuania,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
3.61,15.52,31.36,22.34,72.83,12.02,15.16,27.18,Netherlands,High-HO,Total,ISCED 5–8,"15-34",male
0.00,57.67,30.73,11.60,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.30,18.98,38.84,26.22,84.34,9.22,6.43,15.65,Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
14.65,33.12,37.26,14.97,100.00,0.00,0.00,0.00,Denmark,High-HO,Rural areas,ISCED 0–2,"50-74",female
0.00,27.05,38.43,34.52,100.00,0.00,0.00,0.00,Slovenia,Mid-HO,Rural areas,ISCED 5–8,"35-49",female
4.86,36.32,30.57,16.20,87.95,5.93,6.12,12.05,Finland,High-HO,Total,All ISCED 2011 levels,"50-74",male
0.00,33.65,30.54,22.94,87.13,0.00,12.87,12.87,France,Mid-HO,Total,ISCED 0–2,"15-34",male
0.00,18.46,32.84,25.77,77.07,15.37,7.56,22.93,Austria,Mid-HO,Cities,ISCED 3–4,"35-49",female
0.00,17.52,46.64,26.97,91.13,5.45,3.42,8.87,Bulgaria,Low-HO,Total,ISCED 3–4,"15-34",female
2.87,20.34,32.02,26.55,81.78,6.92,11.30,18.22,Czechia,Low-HO,Total,All ISCED 2011 levels,"35-49",male
8.47,37.48,39.49,2.45,87.89,5.34,6.78,12.12,Slovenia,Mid-HO,Total,All ISCED 2011 levels,"35-49",female
13.03,43.18,4.70,25.30,86.21,12.27,1.52,13.79,Denmark,High-HO,Total,ISCED 0–2,"50-74",male
7.59,35.10,28.88,19.68,91.25,7.48,1.27,8.75,Poland,Mid-HO,Rural areas,ISCED 5–8,"50-74",male
4.63,50.08,4.17,26.81,85.69,4.36,9.95,14.31,Portugal,Mid-HO,Total,All ISCED 2011 levels,"15-34",male
13.54,24.79,33.23,2.38,73.94,10.63,15.44,26.07,Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
7.92,43.79,32.00,1.86,85.57,6.01,8.42,14.43,France,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
0.00,46.49,35.41,18.11,100.01,0.00,0.00,0.00,Ireland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
0.37,24.88,30.48,27.40,83.13,5.50,11.37,16.87,Hungary,Low-HO,Total,ISCED 0–2,"35-49",male
5.36,17.98,52.68,23.98,100.00,0.00,0.00,0.00,Slovakia,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
3.04,26.34,40.55,23.69,93.62,4.91,1.46,6.37,Czechia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
2.74,20.55,48.04,22.77,94.10,0.39,5.50,5.89,Slovakia,Low-HO,Total,ISCED 3–4,"35-49",male
0.00,33.14,30.03,20.55,83.72,4.27,12.01,16.28,Italy,Low-HO,Rural areas,ISCED 5–8,"15-34",female
0.00,36.38,10.85,52.77,100.00,0.00,0.00,0.00,Slovakia,Low-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,50.88,29.97,19.14,99.99,0.00,0.00,0.00,Croatia,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",male
0.42,32.13,33.76,16.67,82.98,6.71,10.31,17.02,Netherlands,High-HO,Cities,All ISCED 2011 levels,"15-34",female
5.86,37.90,34.23,12.28,90.27,3.81,5.93,9.74,Netherlands,High-HO,Cities,ISCED 0–2,"50-74",female
4.12,35.39,32.63,15.86,88.00,4.75,7.25,12.00,Netherlands,High-HO,Cities,ISCED 3–4,"15-34",female
4.81,24.13,30.51,22.99,82.44,6.81,10.76,17.57,Netherlands,High-HO,Total,ISCED 0–2,"35-49",male
4.58,23.12,36.15,24.00,87.85,10.84,1.32,12.16,France,Mid-HO,Cities,All ISCED 2011 levels,"35-49",male
8.07,21.46,34.06,28.35,91.94,8.07,0.00,8.07,Netherlands,High-HO,Rural areas,ISCED 5–8,"35-49",female
0.19,31.09,31.31,22.39,84.98,5.31,9.71,15.02,Italy,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
0.00,7.13,61.48,23.83,92.44,0.00,7.56,7.56,Portugal,Mid-HO,Total,ISCED 3–4,"15-34",female
11.07,51.65,2.50,23.32,88.54,10.41,1.05,11.46,Spain,Low-HO,Rural areas,ISCED 5–8,"50-74",male
3.98,32.91,32.75,15.50,85.14,6.74,8.11,14.85,Netherlands,High-HO,Total,All ISCED 2011 levels,"15-34",female
5.34,24.44,34.60,20.14,84.52,6.53,8.95,15.48,Germany,Mid-HO,Cities,All ISCED 2011 levels,"50-74",female
31.99,3.37,20.88,23.23,79.47,0.00,20.54,20.54,Croatia,Low-HO,Total,ISCED 0–2,"50-74",female
0.00,21.39,44.17,18.89,84.45,15.56,0.00,15.56,Croatia,Low-HO,Cities,ISCED 3–4,"35-49",female
15.84,18.15,60.73,5.28,100.00,0.00,0.00,0.00,Denmark,High-HO,Cities,ISCED 5–8,"50-74",male
0.00,11.96,37.25,36.83,86.04,8.91,5.04,13.95,Bulgaria,Low-HO,Total,ISCED 5–8,"15-34",female
0.95,15.98,29.06,24.25,70.24,10.55,19.21,29.76,Belgium,High-HO,Total,ISCED 5–8,"35-49",male
0.00,27.90,4.37,35.60,67.87,10.41,21.72,32.13,Latvia,Low-HO,Total,ISCED 3–4,"50-74",male
0.00,47.68,37.97,14.35,100.00,0.00,0.00,0.00,Greece,Low-HO,Total,ISCED 0–2,"15-34",male
2.60,31.78,36.79,20.80,91.97,6.62,1.40,8.02,Italy,Low-HO,Cities,ISCED 5–8,"35-49",female
0.00,56.26,34.78,8.96,100.00,0.00,0.00,0.00,Greece,Low-HO,Rural areas,ISCED 3–4,"50-74",male
3.98,34.12,44.04,2.67,84.81,0.72,14.47,15.19,Spain,Low-HO,Total,ISCED 5–8,"35-49",male
0.37,31.78,40.12,20.57,92.84,3.19,3.97,7.16,Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
8.39,31.77,45.97,3.23,89.36,0.00,10.65,10.65,Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",male
0.00,89.47,7.20,3.33,100.00,0.00,0.00,0.00,Sweden,High-HO,Towns and suburbs,ISCED 3–4,"15-34",male
0.00,24.75,41.53,27.56,93.84,6.17,0.00,6.17,Romania,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",female
2.93,30.72,34.21,20.57,88.43,0.86,10.71,11.57,Sweden,High-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,18.42,30.29,41.82,90.53,1.20,8.26,9.46,Latvia,Low-HO,Total,ISCED 5–8,"15-34",female
0.00,5.44,38.61,41.77,85.82,9.60,4.58,14.18,Romania,Low-HO,Cities,ISCED 3–4,"35-49",male
0.00,16.67,31.51,30.21,78.39,12.24,9.38,21.62,Luxembourg,High-HO,Total,All ISCED 2011 levels,"35-49",female
7.68,21.17,31.41,20.43,80.69,9.63,9.68,19.31,Netherlands,High-HO,Total,ISCED 5–8,"35-49",female
0.00,37.14,29.16,24.98,91.28,0.00,8.72,8.72,Poland,Mid-HO,Rural areas,ISCED 5–8,"50-74",female
