Region,0,1-14,15-29,30-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Norway,96.0,782.0,546.0,314.0,122.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Switzerland,62.0,989.0,734.0,597.0,231.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
United Kingdom,1309.0,8594.0,808.0,4433.0,1281.0,358.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Türkiye,9022.0,18103.0,10732.0,8001.0,1851.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
European_Union_27_countries_from_2020,4786.0,46448.0,33804.0,1985.0,651.0,5021.0,Sheet 8,ISCED 0–2,Total,20-64,Female
European_Union_29_countries_from_2013-2020,5907.0,54232.0,41109.0,23921.0,7729.0,5352.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Euro_area_19_countries_2015-2022,3746.0,41504.0,29048.0,16313.0,569.0,3898.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Belgium,189.0,804.0,86.0,516.0,11.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Bulgaria,61.0,315.0,597.0,429.0,74.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Czechia,61.0,259.0,386.0,329.0,64.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Denmark,11.0,41.0,481.0,308.0,92.0,52.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Germany,,6494.0,4944.0,3235.0,1092.0,1541.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Estonia,,71.0,57.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Ireland,41.0,241.0,178.0,103.0,,78.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Greece,,1306.0,79.0,259.0,,186.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Spain,528.0,9165.0,6317.0,3914.0,1655.0,758.0,Sheet 8,ISCED 0–2,Total,20-64,Female
France,1401.0,5067.0,4635.0,2844.0,746.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Croatia,12.0,167.0,124.0,14.0,61.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Italy,297.0,11013.0,5937.0,2626.0,112.0,448.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Cyprus,52.0,89.0,64.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Latvia,,45.0,72.0,79.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Lithuania,,59.0,39.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Luxembourg,,36.0,46.0,46.0,,53.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Hungary,53.0,663.0,676.0,678.0,189.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Malta,,83.0,95.0,66.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Netherlands,312.0,1988.0,1696.0,743.0,197.0,55.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Austria,102.0,938.0,675.0,519.0,69.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Poland,182.0,698.0,811.0,518.0,116.0,73.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Portugal,253.0,3638.0,2171.0,1085.0,516.0,409.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Romania,386.0,1907.0,1316.0,866.0,183.0,908.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovenia,4.0,117.0,89.0,44.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovakia,,182.0,20.0,62.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Finland,,168.0,182.0,99.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Sweden,,524.0,364.0,271.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Iceland,,87.0,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Norway,75.0,544.0,397.0,254.0,99.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Switzerland,62.0,683.0,57.0,326.0,127.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
United Kingdom,1121.0,7784.0,7305.0,4071.0,1219.0,332.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Türkiye,8364.0,16005.0,9624.0,7027.0,1654.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
European_Union_27_countries_from_2020,1515.0,17403.0,12444.0,7439.0,2303.0,1815.0,Sheet 9,ISCED 0–2,Total,35-49,Female
European_Union_29_countries_from_2013-2020,1791.0,19652.0,14789.0,8629.0,2725.0,1958.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Euro_area_19_countries_2015-2022,1119.0,15461.0,1068.0,5919.0,1944.0,1384.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Belgium,68.0,26.0,248.0,198.0,4.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Bulgaria,,12.0,258.0,227.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Czechia,,102.0,119.0,97.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Denmark,,121.0,118.0,81.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Germany,,2549.0,1661.0,932.0,,513.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Estonia,,37.0,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Ireland,,78.0,57.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Greece,,415.0,284.0,132.0,,65.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Spain,161.0,3584.0,2639.0,1544.0,563.0,245.0,Sheet 9,ISCED 0–2,Total,35-49,Female
France,,1645.0,150.0,1009.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Croatia,5.0,84.0,44.0,63.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Italy,98.0,4306.0,242.0,971.0,347.0,246.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Cyprus,,36.0,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Latvia,,,38.0,47.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Lithuania,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Luxembourg,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Hungary,,287.0,295.0,324.0,93.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Malta,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Netherlands,85.0,504.0,466.0,239.0,65.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Austria,,331.0,283.0,231.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Poland,59.0,339.0,268.0,251.0,58.0,6.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Portugal,8.0,143.0,843.0,447.0,204.0,148.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Romania,159.0,704.0,55.0,371.0,114.0,306.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovenia,,55.0,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovakia,,86.0,72.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Finland,,43.0,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Sweden,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Iceland,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Norway,,181.0,115.0,58.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Switzerland,,215.0,262.0,14.0,56.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
United Kingdom,276.0,2249.0,2345.0,119.0,423.0,143.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Türkiye,399.0,7394.0,5111.0,3735.0,903.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
European_Union_27_countries_from_2020,3512.0,24405.0,16154.0,8523.0,3082.0,2539.0,Sheet 10,ISCED 0–2,Total,50-74,Female
European_Union_29_countries_from_2013-2020,4407.0,28919.0,20122.0,10509.0,3683.0,2656.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Euro_area_19_countries_2015-2022,281.0,21741.0,14079.0,7168.0,275.0,1912.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Belgium,101.0,431.0,40.0,21.0,51.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Bulgaria,,166.0,214.0,134.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Czechia,,117.0,159.0,114.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Denmark,7.0,179.0,213.0,142.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Germany,,2911.0,2364.0,1006.0,,664.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Estonia,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Ireland,,167.0,114.0,57.0,,44.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Greece,,884.0,498.0,122.0,,111.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Spain,367.0,4274.0,2545.0,1653.0,81.0,373.0,Sheet 10,ISCED 0–2,Total,50-74,Female
France,1041.0,3067.0,2448.0,1389.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Croatia,95.0,10.0,62.0,74.0,61.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Italy,252.0,5914.0,2945.0,1386.0,62.0,154.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Cyprus,,5.0,38.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Latvia,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Lithuania,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Luxembourg,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Hungary,,285.0,291.0,239.0,72.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Malta,,4.0,4.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Netherlands,26.0,1181.0,94.0,389.0,106.0,41.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Austria,76.0,484.0,254.0,186.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Poland,138.0,316.0,375.0,218.0,52.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Portugal,265.0,2044.0,1159.0,577.0,28.0,244.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Romania,249.0,1212.0,554.0,292.0,,556.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Slovenia,,48.0,49.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Slovakia,,75.0,101.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Finland,,95.0,112.0,55.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Sweden,,29.0,208.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Iceland,,45.0,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Norway,,231.0,165.0,102.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Switzerland,47.0,439.0,199.0,11.0,48.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
United Kingdom,895.0,4514.0,3968.0,1986.0,602.0,116.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Türkiye,3018.0,6285.0,2307.0,1517.0,381.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
European_Union_27_countries_from_2020,3018.0,35055.0,40668.0,28294.0,6963.0,4585.0,Sheet 11,ISCED 3–4,Total,15-34,Female
European_Union_29_countries_from_2013-2020,374.0,42655.0,47608.0,33278.0,8777.0,480.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Euro_area_19_countries_2015-2022,2107.0,28331.0,30306.0,20242.0,529.0,3419.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Belgium,121.0,735.0,942.0,644.0,188.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Bulgaria,,302.0,804.0,559.0,59.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Czechia,65.0,689.0,1222.0,932.0,195.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Denmark,,501.0,596.0,415.0,108.0,45.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Germany,655.0,8967.0,11214.0,8592.0,1926.0,1883.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Estonia,,102.0,145.0,91.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Ireland,,447.0,456.0,281.0,82.0,179.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Greece,,575.0,612.0,357.0,64.0,12.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Spain,67.0,211.0,1809.0,1181.0,528.0,263.0,Sheet 11,ISCED 3–4,Total,15-34,Female
France,611.0,4834.0,5668.0,327.0,927.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Croatia,57.0,366.0,39.0,285.0,9.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Italy,102.0,4837.0,3198.0,1946.0,63.0,365.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Cyprus,42.0,68.0,86.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Latvia,,83.0,181.0,144.0,55.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Lithuania,,13.0,328.0,147.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Luxembourg,,,37.0,,,37.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Hungary,57.0,668.0,869.0,1068.0,282.0,81.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Malta,,48.0,64.0,6.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Netherlands,233.0,2192.0,2079.0,1223.0,353.0,84.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Austria,,1134.0,1125.0,903.0,192.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Poland,512.0,2271.0,3687.0,2658.0,318.0,202.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Portugal,,99.0,854.0,396.0,105.0,153.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Romania,118.0,862.0,1735.0,153.0,228.0,76.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Slovenia,,161.0,233.0,14.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Slovakia,52.0,31.0,678.0,347.0,87.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Finland,,582.0,597.0,476.0,74.0,42.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Sweden,,1064.0,1059.0,604.0,391.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Iceland,,7.0,,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Norway,6.0,565.0,425.0,35.0,93.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Switzerland,61.0,835.0,903.0,1099.0,266.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
United Kingdom,723.0,7601.0,694.0,4984.0,1814.0,215.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Türkiye,391.0,2189.0,2851.0,2397.0,48.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
European_Union_27_countries_from_2020,18118.0,135565.0,141242.0,94189.0,23329.0,14368.0,Sheet 12,ISCED 3–4,Total,15-74,Female
European_Union_29_countries_from_2013-2020,21985.0,154374.0,158395.0,106279.0,27574.0,15023.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Euro_area_19_countries_2015-2022,13122.0,107351.0,101622.0,65187.0,17725.0,9938.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Belgium,653.0,2358.0,2758.0,1815.0,546.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Bulgaria,107.0,1564.0,328.0,2239.0,289.0,56.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Czechia,745.0,4149.0,5933.0,4308.0,771.0,112.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Denmark,302.0,1458.0,1756.0,1326.0,267.0,131.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Germany,3961.0,37842.0,38421.0,26333.0,6101.0,5721.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Estonia,44.0,408.0,509.0,329.0,7.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Ireland,148.0,1119.0,1158.0,735.0,214.0,414.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Greece,38.0,2479.0,2237.0,134.0,232.0,448.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Spain,487.0,785.0,6714.0,4862.0,1975.0,75.0,Sheet 12,ISCED 3–4,Total,15-74,Female
France,431.0,16516.0,17761.0,10575.0,3066.0,871.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Croatia,303.0,1171.0,1423.0,972.0,246.0,72.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Italy,697.0,20563.0,1326.0,7818.0,2776.0,914.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Cyprus,75.0,234.0,265.0,77.0,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Latvia,64.0,41.0,681.0,691.0,261.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Lithuania,121.0,761.0,1276.0,653.0,84.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Luxembourg,,58.0,85.0,92.0,,103.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Hungary,41.0,2955.0,3324.0,3363.0,929.0,263.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Malta,,86.0,115.0,101.0,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Netherlands,1188.0,5512.0,5683.0,3299.0,817.0,239.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Austria,472.0,3867.0,3173.0,2319.0,57.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Poland,2271.0,10331.0,13402.0,8451.0,1554.0,908.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Portugal,116.0,3067.0,207.0,1027.0,371.0,314.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Romania,583.0,350.0,7368.0,6346.0,798.0,2777.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Slovenia,193.0,665.0,713.0,451.0,88.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Slovakia,37.0,1911.0,3167.0,1517.0,278.0,58.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Finland,159.0,1644.0,1575.0,1153.0,206.0,86.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Sweden,275.0,3087.0,3134.0,1996.0,75.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Iceland,,149.0,68.0,,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Norway,229.0,1757.0,1297.0,906.0,291.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Switzerland,565.0,3568.0,301.0,2513.0,747.0,103.0,Sheet 12,ISCED 3–4,Total,15-74,Female
United Kingdom,3867.0,18809.0,17153.0,1209.0,4245.0,656.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Türkiye,987.0,4041.0,4931.0,3882.0,1035.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
European_Union_27_countries_from_2020,17019.0,131004.0,13760.0,91636.0,22544.0,13861.0,Sheet 13,ISCED 3–4,Total,20-64,Female
European_Union_29_countries_from_2013-2020,20461.0,147513.0,152945.0,102774.0,26388.0,14419.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Euro_area_19_countries_2015-2022,1231.0,103629.0,98829.0,63205.0,17124.0,9573.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Belgium,633.0,229.0,2721.0,1783.0,543.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Bulgaria,10.0,1521.0,3198.0,2193.0,287.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Czechia,705.0,4037.0,580.0,4186.0,763.0,108.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Denmark,283.0,1391.0,1712.0,1304.0,25.0,129.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Germany,3651.0,36388.0,37426.0,25412.0,5906.0,5516.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Estonia,,387.0,48.0,304.0,63.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Ireland,131.0,1042.0,1082.0,704.0,205.0,38.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Greece,38.0,2434.0,2208.0,1332.0,23.0,43.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Spain,452.0,7667.0,6607.0,4775.0,1898.0,707.0,Sheet 13,ISCED 3–4,Total,20-64,Female
France,4178.0,15951.0,17145.0,10202.0,2967.0,871.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Croatia,268.0,1151.0,1406.0,952.0,235.0,67.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Italy,64.0,20161.0,1309.0,7654.0,2715.0,901.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Cyprus,75.0,226.0,258.0,77.0,,,Sheet 13,ISCED 3–4,Total,20-64,Female
Latvia,61.0,395.0,641.0,658.0,219.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Lithuania,104.0,729.0,122.0,624.0,8.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Luxembourg,,58.0,85.0,92.0,,102.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Hungary,383.0,2882.0,3293.0,330.0,905.0,256.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Malta,,83.0,105.0,94.0,,,Sheet 13,ISCED 3–4,Total,20-64,Female
Netherlands,1064.0,497.0,534.0,3213.0,758.0,215.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Austria,44.0,3766.0,3059.0,2238.0,544.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Poland,218.0,10056.0,13091.0,827.0,1503.0,881.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Portugal,109.0,2981.0,2015.0,1003.0,367.0,29.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Romania,541.0,3329.0,7286.0,6277.0,784.0,2699.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Slovenia,185.0,654.0,706.0,438.0,88.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Slovakia,365.0,1883.0,312.0,150.0,278.0,58.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Finland,129.0,1563.0,1522.0,1102.0,198.0,84.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Sweden,248.0,3008.0,2985.0,1948.0,692.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Iceland,,14.0,62.0,,,,Sheet 13,ISCED 3–4,Total,20-64,Female
Norway,194.0,1638.0,1219.0,873.0,286.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Switzerland,495.0,3393.0,2892.0,2445.0,69.0,96.0,Sheet 13,ISCED 3–4,Total,20-64,Female
United Kingdom,3442.0,16508.0,15344.0,11138.0,3844.0,558.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Türkiye,969.0,3739.0,4627.0,3665.0,956.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
European_Union_27_countries_from_2020,6878.0,51129.0,52309.0,33451.0,8017.0,4897.0,Sheet 14,ISCED 3–4,Total,35-49,Female
European_Union_29_countries_from_2013-2020,8166.0,56594.0,57212.0,36989.0,9218.0,5127.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Euro_area_19_countries_2015-2022,4896.0,39506.0,35775.0,21843.0,5762.0,3108.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Belgium,272.0,883.0,1013.0,647.0,176.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Bulgaria,55.0,621.0,1333.0,874.0,127.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Czechia,326.0,1989.0,2692.0,1983.0,332.0,56.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Denmark,127.0,45.0,524.0,433.0,73.0,46.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Germany,1315.0,12757.0,12076.0,7743.0,1637.0,1701.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Estonia,,143.0,177.0,98.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Ireland,61.0,356.0,39.0,244.0,8.0,138.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Greece,,1289.0,1054.0,608.0,111.0,219.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Spain,167.0,3251.0,2974.0,2034.0,685.0,229.0,Sheet 14,ISCED 3–4,Total,35-49,Female
France,1745.0,5751.0,6484.0,3696.0,1061.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Croatia,125.0,453.0,642.0,367.0,67.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Italy,265.0,8347.0,5064.0,2851.0,1137.0,294.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Cyprus,,89.0,95.0,36.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Latvia,,123.0,219.0,208.0,86.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Lithuania,,237.0,365.0,183.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Luxembourg,,,,45.0,,39.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Hungary,196.0,1273.0,1498.0,1377.0,362.0,111.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Malta,,,,,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Netherlands,428.0,168.0,1756.0,1031.0,212.0,78.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Austria,197.0,1421.0,1145.0,787.0,184.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Poland,861.0,4532.0,529.0,2993.0,734.0,358.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Portugal,,1464.0,774.0,423.0,133.0,96.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Romania,219.0,1351.0,3593.0,2988.0,401.0,1132.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Slovenia,6.0,305.0,263.0,187.0,41.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Slovakia,163.0,841.0,1414.0,67.0,116.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Finland,44.0,518.0,449.0,324.0,45.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Sweden,,953.0,961.0,593.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Iceland,,,,,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Norway,74.0,543.0,419.0,234.0,87.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Switzerland,163.0,1287.0,1063.0,73.0,223.0,41.0,Sheet 14,ISCED 3–4,Total,35-49,Female
United Kingdom,1288.0,5465.0,4903.0,3537.0,1201.0,23.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Türkiye,392.0,1544.0,1787.0,1269.0,463.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
European_Union_27_countries_from_2020,8222.0,49382.0,48266.0,32444.0,8349.0,4886.0,Sheet 15,ISCED 3–4,Total,50-74,Female
European_Union_29_countries_from_2013-2020,10078.0,55125.0,53575.0,36013.0,9579.0,5096.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Euro_area_19_countries_2015-2022,6119.0,39514.0,3554.0,23102.0,6673.0,3412.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Belgium,26.0,74.0,803.0,524.0,183.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Bulgaria,,641.0,1143.0,805.0,103.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Czechia,354.0,147.0,2019.0,1393.0,243.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Denmark,137.0,507.0,635.0,478.0,86.0,4.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Germany,1992.0,16119.0,1513.0,9998.0,2538.0,2137.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Estonia,,163.0,188.0,14.0,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Ireland,67.0,316.0,313.0,209.0,52.0,98.0,Sheet 15,ISCED 3–4,Total,50-74,Female
