Region,0,1+,30+,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Latvia,,207.0,89.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Lithuania,,138.0,39.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Luxembourg,,148.0,66.0,,53.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Hungary,53.0,2206.0,867.0,189.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Malta,,262.0,84.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Netherlands,312.0,4624.0,94.0,197.0,55.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Austria,102.0,220.0,587.0,69.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Poland,182.0,2143.0,634.0,116.0,73.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Portugal,253.0,741.0,1601.0,516.0,409.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Romania,386.0,4272.0,1049.0,183.0,908.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovenia,4.0,264.0,58.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovakia,,468.0,86.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Finland,,47.0,12.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Sweden,,1201.0,312.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Iceland,,126.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Norway,75.0,1294.0,353.0,99.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Switzerland,62.0,1706.0,453.0,127.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
United Kingdom,1121.0,20378.0,529.0,1219.0,332.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Türkiye,8364.0,3431.0,8681.0,1654.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
European_Union_27_countries_from_2020,1515.0,39588.0,9741.0,2303.0,1815.0,Sheet 9,ISCED 0–2,Total,35-49,Female
European_Union_29_countries_from_2013-2020,1791.0,45795.0,11354.0,2725.0,1958.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Euro_area_19_countries_2015-2022,1119.0,34005.0,7864.0,1944.0,1384.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Belgium,68.0,747.0,239.0,4.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Bulgaria,,63.0,251.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Czechia,,347.0,126.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Denmark,,33.0,91.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Germany,,5517.0,1308.0,,513.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Estonia,,75.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Ireland,,187.0,52.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Greece,,848.0,148.0,,65.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Spain,161.0,8331.0,2108.0,563.0,245.0,Sheet 9,ISCED 0–2,Total,35-49,Female
France,,4398.0,1253.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Croatia,5.0,191.0,63.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Italy,98.0,8044.0,1318.0,347.0,246.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Cyprus,,6.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Latvia,,12.0,55.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Lithuania,,62.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Luxembourg,,57.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Hungary,,999.0,417.0,93.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Malta,,97.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Netherlands,85.0,1274.0,304.0,65.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Austria,,861.0,247.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Poland,59.0,916.0,309.0,58.0,6.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Portugal,8.0,2923.0,65.0,204.0,148.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Romania,159.0,1739.0,485.0,114.0,306.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovenia,,108.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovakia,,196.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Finland,,99.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Sweden,,432.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Iceland,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Norway,,384.0,88.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Switzerland,,673.0,195.0,56.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
United Kingdom,276.0,6207.0,1613.0,423.0,143.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Türkiye,399.0,17142.0,4637.0,903.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
European_Union_27_countries_from_2020,3512.0,52164.0,11605.0,3082.0,2539.0,Sheet 10,ISCED 0–2,Total,50-74,Female
European_Union_29_countries_from_2013-2020,4407.0,63234.0,14192.0,3683.0,2656.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Euro_area_19_countries_2015-2022,281.0,45738.0,9917.0,275.0,1912.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Belgium,101.0,1093.0,262.0,51.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Bulgaria,,549.0,17.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Czechia,,422.0,147.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Denmark,7.0,567.0,175.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Germany,,6627.0,1352.0,,664.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Estonia,,6.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Ireland,,346.0,65.0,,44.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Greece,,1521.0,14.0,,111.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Spain,367.0,9282.0,2463.0,81.0,373.0,Sheet 10,ISCED 0–2,Total,50-74,Female
France,1041.0,7329.0,1813.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Croatia,95.0,298.0,136.0,61.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Italy,252.0,10866.0,2006.0,62.0,154.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Cyprus,,99.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Latvia,,41.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Lithuania,,52.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Luxembourg,,62.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Hungary,,886.0,311.0,72.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Malta,,112.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Netherlands,26.0,2616.0,495.0,106.0,41.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Austria,76.0,958.0,22.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Poland,138.0,961.0,27.0,52.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Portugal,265.0,4061.0,858.0,28.0,244.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Romania,249.0,2104.0,338.0,,556.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Slovenia,,126.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Slovakia,,212.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Finland,,275.0,68.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Sweden,,639.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Iceland,,65.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Norway,,541.0,144.0,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Switzerland,47.0,796.0,157.0,48.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
United Kingdom,895.0,1107.0,2587.0,602.0,116.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Türkiye,3018.0,1049.0,1898.0,381.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
European_Union_27_countries_from_2020,3018.0,11098.0,35257.0,6963.0,4585.0,Sheet 11,ISCED 3–4,Total,15-34,Female
European_Union_29_countries_from_2013-2020,374.0,132318.0,42055.0,8777.0,480.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Euro_area_19_countries_2015-2022,2107.0,84169.0,25532.0,529.0,3419.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Belgium,121.0,2509.0,832.0,188.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Bulgaria,,1724.0,618.0,59.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Czechia,65.0,3038.0,1127.0,195.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Denmark,,162.0,524.0,108.0,45.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Germany,655.0,30699.0,10518.0,1926.0,1883.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Estonia,,351.0,105.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Ireland,,1266.0,363.0,82.0,179.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Greece,,1608.0,421.0,64.0,12.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Spain,67.0,5628.0,1709.0,528.0,263.0,Sheet 11,ISCED 3–4,Total,15-34,Female
France,611.0,14699.0,4197.0,927.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Croatia,57.0,1132.0,376.0,9.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Italy,102.0,10611.0,2576.0,63.0,365.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Cyprus,42.0,165.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Latvia,,462.0,199.0,55.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Lithuania,,616.0,158.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Luxembourg,,108.0,45.0,,37.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Hungary,57.0,2888.0,135.0,282.0,81.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Malta,,189.0,77.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Netherlands,233.0,5847.0,1577.0,353.0,84.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Austria,,3353.0,1094.0,192.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Poland,512.0,8935.0,2977.0,318.0,202.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Portugal,,2345.0,50.0,105.0,153.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Romania,118.0,4355.0,1758.0,228.0,76.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Slovenia,,558.0,164.0,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Slovakia,52.0,1423.0,435.0,87.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Finland,,1729.0,55.0,74.0,42.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Sweden,,3119.0,996.0,391.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Iceland,,123.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Norway,6.0,1433.0,443.0,93.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Switzerland,61.0,3103.0,1365.0,266.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
United Kingdom,723.0,21338.0,6798.0,1814.0,215.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Türkiye,391.0,7917.0,2877.0,48.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
European_Union_27_countries_from_2020,18118.0,394325.0,117519.0,23329.0,14368.0,Sheet 12,ISCED 3–4,Total,15-74,Female
European_Union_29_countries_from_2013-2020,21985.0,446623.0,133853.0,27574.0,15023.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Euro_area_19_countries_2015-2022,13122.0,291884.0,82912.0,17725.0,9938.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Belgium,653.0,7477.0,2362.0,546.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Bulgaria,107.0,7372.0,2528.0,289.0,56.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Czechia,745.0,1516.0,5078.0,771.0,112.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Denmark,302.0,4807.0,1594.0,267.0,131.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Germany,3961.0,108696.0,32434.0,6101.0,5721.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Estonia,44.0,1316.0,399.0,7.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Ireland,148.0,3226.0,949.0,214.0,414.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Greece,38.0,6288.0,1572.0,232.0,448.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Spain,487.0,21401.0,6837.0,1975.0,75.0,Sheet 12,ISCED 3–4,Total,15-74,Female
France,431.0,47918.0,13641.0,3066.0,871.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Croatia,303.0,3811.0,1218.0,246.0,72.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Italy,697.0,44418.0,10594.0,2776.0,914.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Cyprus,75.0,586.0,86.0,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Latvia,64.0,2044.0,952.0,261.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Lithuania,121.0,2774.0,737.0,84.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Luxembourg,,267.0,123.0,,103.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Hungary,41.0,10572.0,4293.0,929.0,263.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Malta,,332.0,131.0,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Netherlands,1188.0,15312.0,4116.0,817.0,239.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Austria,472.0,9929.0,2889.0,57.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Poland,2271.0,33738.0,10005.0,1554.0,908.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Portugal,116.0,6535.0,1397.0,371.0,314.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Romania,583.0,18012.0,7144.0,798.0,2777.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Slovenia,193.0,1917.0,539.0,88.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Slovakia,37.0,6873.0,1795.0,278.0,58.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Finland,159.0,4577.0,1359.0,206.0,86.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Sweden,275.0,8968.0,2747.0,75.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Iceland,,248.0,,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Norway,229.0,4251.0,1197.0,291.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Switzerland,565.0,9838.0,326.0,747.0,103.0,Sheet 12,ISCED 3–4,Total,15-74,Female
United Kingdom,3867.0,52297.0,16335.0,4245.0,656.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Türkiye,987.0,13889.0,4918.0,1035.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
European_Union_27_countries_from_2020,17019.0,382785.0,11418.0,22544.0,13861.0,Sheet 13,ISCED 3–4,Total,20-64,Female
European_Union_29_countries_from_2013-2020,20461.0,429619.0,129162.0,26388.0,14419.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Euro_area_19_countries_2015-2022,1231.0,282787.0,80329.0,17124.0,9573.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Belgium,633.0,7337.0,2326.0,543.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Bulgaria,10.0,720.0,248.0,287.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Czechia,705.0,14785.0,4949.0,763.0,108.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Denmark,283.0,4658.0,1555.0,25.0,129.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Germany,3651.0,105133.0,31319.0,5906.0,5516.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Estonia,,1234.0,367.0,63.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Ireland,131.0,3033.0,908.0,205.0,38.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Greece,38.0,6204.0,1561.0,23.0,43.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Spain,452.0,20946.0,6673.0,1898.0,707.0,Sheet 13,ISCED 3–4,Total,20-64,Female
France,4178.0,46265.0,13169.0,2967.0,871.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Croatia,268.0,3744.0,1187.0,235.0,67.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Italy,64.0,43621.0,1037.0,2715.0,901.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Cyprus,75.0,569.0,85.0,,,Sheet 13,ISCED 3–4,Total,20-64,Female
Latvia,61.0,1914.0,878.0,219.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Lithuania,104.0,2653.0,704.0,8.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Luxembourg,,265.0,123.0,,102.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Hungary,383.0,10381.0,4205.0,905.0,256.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Malta,,307.0,119.0,,,Sheet 13,ISCED 3–4,Total,20-64,Female
Netherlands,1064.0,14281.0,3971.0,758.0,215.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Austria,44.0,9607.0,2783.0,544.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Poland,218.0,3292.0,9773.0,1503.0,881.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Portugal,109.0,6366.0,137.0,367.0,29.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Romania,541.0,17677.0,7061.0,784.0,2699.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Slovenia,185.0,1887.0,526.0,88.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Slovakia,365.0,6781.0,1778.0,278.0,58.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Finland,129.0,4384.0,130.0,198.0,84.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Sweden,248.0,8634.0,2641.0,692.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Iceland,,233.0,,,,Sheet 13,ISCED 3–4,Total,20-64,Female
Norway,194.0,4015.0,1159.0,286.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
Switzerland,495.0,942.0,3135.0,69.0,96.0,Sheet 13,ISCED 3–4,Total,20-64,Female
United Kingdom,3442.0,46834.0,14981.0,3844.0,558.0,Sheet 13,ISCED 3–4,Total,20-64,Female
Türkiye,969.0,12986.0,4621.0,956.0,,Sheet 13,ISCED 3–4,Total,20-64,Female
European_Union_27_countries_from_2020,6878.0,144906.0,41468.0,8017.0,4897.0,Sheet 14,ISCED 3–4,Total,35-49,Female
European_Union_29_countries_from_2013-2020,8166.0,160012.0,46207.0,9218.0,5127.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Euro_area_19_countries_2015-2022,4896.0,102885.0,27605.0,5762.0,3108.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Belgium,272.0,2717.0,822.0,176.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Bulgaria,55.0,2955.0,1001.0,127.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Czechia,326.0,6997.0,2315.0,332.0,56.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Denmark,127.0,148.0,506.0,73.0,46.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Germany,1315.0,34212.0,9379.0,1637.0,1701.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Estonia,,44.0,12.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Ireland,61.0,107.0,325.0,8.0,138.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Greece,,3062.0,719.0,111.0,219.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Spain,167.0,8944.0,2719.0,685.0,229.0,Sheet 14,ISCED 3–4,Total,35-49,Female
France,1745.0,16992.0,4757.0,1061.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Croatia,125.0,1529.0,434.0,67.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Italy,265.0,17399.0,3988.0,1137.0,294.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Cyprus,,225.0,41.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Latvia,,635.0,294.0,86.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Lithuania,,801.0,199.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Luxembourg,,108.0,55.0,,39.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Hungary,196.0,451.0,1739.0,362.0,111.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Malta,,96.0,,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Netherlands,428.0,468.0,1243.0,212.0,78.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Austria,197.0,3538.0,972.0,184.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Poland,861.0,13548.0,3727.0,734.0,358.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Portugal,,2795.0,556.0,133.0,96.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Romania,219.0,8334.0,3389.0,401.0,1132.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Slovenia,6.0,796.0,228.0,41.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Slovakia,163.0,3041.0,787.0,116.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Finland,44.0,1335.0,369.0,45.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Sweden,,2667.0,753.0,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Iceland,,5.0,,,,Sheet 14,ISCED 3–4,Total,35-49,Female
Norway,74.0,1284.0,322.0,87.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
Switzerland,163.0,3303.0,953.0,223.0,41.0,Sheet 14,ISCED 3–4,Total,35-49,Female
United Kingdom,1288.0,15106.0,4738.0,1201.0,23.0,Sheet 14,ISCED 3–4,Total,35-49,Female
Türkiye,392.0,5063.0,1732.0,463.0,,Sheet 14,ISCED 3–4,Total,35-49,Female
European_Union_27_countries_from_2020,8222.0,13844.0,40793.0,8349.0,4886.0,Sheet 15,ISCED 3–4,Total,50-74,Female
European_Union_29_countries_from_2013-2020,10078.0,154293.0,45592.0,9579.0,5096.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Euro_area_19_countries_2015-2022,6119.0,10483.0,29775.0,6673.0,3412.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Belgium,26.0,2251.0,708.0,183.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Bulgaria,,2693.0,909.0,103.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Czechia,354.0,5126.0,1636.0,243.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Denmark,137.0,1707.0,564.0,86.0,4.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Germany,1992.0,43785.0,12536.0,2538.0,2137.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Estonia,,525.0,174.0,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Ireland,67.0,889.0,261.0,52.0,98.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Greece,,1617.0,433.0,57.0,109.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Spain,253.0,6829.0,2409.0,762.0,258.0,Sheet 15,ISCED 3–4,Total,50-74,Female
France,1954.0,16227.0,4687.0,1079.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Croatia,121.0,1151.0,408.0,89.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Italy,33.0,16407.0,4031.0,1009.0,255.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Cyprus,,196.0,,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Latvia,,946.0,459.0,12.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Lithuania,64.0,1357.0,38.0,57.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Luxembourg,,51.0,,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Hungary,157.0,3174.0,1204.0,285.0,71.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Malta,,47.0,,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Netherlands,527.0,4785.0,1296.0,252.0,77.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Austria,226.0,3038.0,823.0,194.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Poland,899.0,11255.0,3302.0,502.0,348.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Portugal,,1395.0,341.0,133.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Romania,246.0,5324.0,1997.0,168.0,885.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Slovenia,108.0,563.0,147.0,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Slovakia,155.0,2409.0,574.0,75.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Finland,81.0,1513.0,439.0,87.0,38.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Sweden,,3182.0,998.0,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Iceland,,75.0,,,,Sheet 15,ISCED 3–4,Total,50-74,Female
Norway,95.0,1535.0,433.0,111.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
Switzerland,341.0,3432.0,942.0,258.0,48.0,Sheet 15,ISCED 3–4,Total,50-74,Female
United Kingdom,1856.0,15853.0,4799.0,123.0,21.0,Sheet 15,ISCED 3–4,Total,50-74,Female
Türkiye,204.0,909.0,309.0,93.0,,Sheet 15,ISCED 3–4,Total,50-74,Female
European_Union_27_countries_from_2020,2932.0,104591.0,45294.0,10596.0,3239.0,Sheet 16,ISCED 5–8,Total,15-34,Female
European_Union_29_countries_from_2013-2020,4037.0,128708.0,57883.0,14451.0,3627.0,Sheet 16,ISCED 5–8,Total,15-34,Female
Euro_area_19_countries_2015-2022,2258.0,78549.0,33564.0,8482.0,233.0,Sheet 16,ISCED 5–8,Total,15-34,Female
Belgium,145.0,3773.0,1633.0,41.0,,Sheet 16,ISCED 5–8,Total,15-34,Female
Bulgaria,,1447.0,735.0,73.0,,Sheet 16,ISCED 5–8,Total,15-34,Female
Czechia,75.0,1822.0,926.0,181.0,,Sheet 16,ISCED 5–8,Total,15-34,Female
Denmark,42.0,1689.0,76.0,165.0,,Sheet 16,ISCED 5–8,Total,15-34,Female
Germany,59.0,14102.0,6674.0,1765.0,821.0,Sheet 16,ISCED 5–8,Total,15-34,Female
Estonia,,391.0,126.0,,,Sheet 16,ISCED 5–8,Total,15-34,Female
Ireland,46.0,1555.0,705.0,20.0,24.0,Sheet 16,ISCED 5–8,Total,15-34,Female
Greece,,2086.0,661.0,119.0,132.0,Sheet 16,ISCED 5–8,Total,15-34,Female
Spain,156.0,11903.0,4952.0,147.0,315.0,Sheet 16,ISCED 5–8,Total,15-34,Female
France,585.0,2006.0,8885.0,2081.0,,Sheet 16,ISCED 5–8,Total,15-34,Female
Croatia,,88.0,377.0,98.0,,Sheet 16,ISCED 5–8,Total,15-34,Female
Italy,103.0,7579.0,2953.0,865.0,231.0,Sheet 16,ISCED 5–8,Total,15-34,Female
Cyprus,,468.0,105.0,,,Sheet 16,ISCED 5–8,Total,15-34,Female
