Region,0,1-9,1-14,1+,10-14,15-19,15-29,20-29,30-44,30-59,30+,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
European_Union_29_countries_from_2013-2020,22983.0,55046.0,112339.0,318732.0,57293.0,48208.0,108421.0,60213.0,58082.0,75414.0,97972.0,17332.0,22557.0,10513.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Euro_area_19_countries_2015-2022,13985.0,40299.0,80835.0,217203.0,40536.0,3320.0,72473.0,39272.0,37093.0,48593.0,63896.0,11499.0,15303.0,7363.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Belgium,675.0,795.0,1792.0,5918.0,997.0,805.0,202.0,1215.0,1174.0,1576.0,2106.0,402.0,53.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Bulgaria,88.0,274.0,1108.0,5125.0,835.0,939.0,2111.0,1171.0,1394.0,1678.0,1906.0,284.0,228.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Czechia,458.0,723.0,1954.0,7032.0,1231.0,1174.0,2715.0,1541.0,1535.0,1967.0,2363.0,432.0,396.0,61.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Denmark,30.0,52.0,108.0,3973.0,56.0,571.0,1495.0,924.0,852.0,1168.0,1398.0,315.0,23.0,97.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Germany,3807.0,11628.0,24027.0,67562.0,1240.0,1074.0,23303.0,12563.0,12011.0,15738.0,20232.0,3727.0,4495.0,3844.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Estonia,61.0,165.0,378.0,1204.0,213.0,204.0,444.0,241.0,25.0,306.0,382.0,56.0,76.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Ireland,238.0,368.0,724.0,2211.0,356.0,296.0,746.0,45.0,442.0,575.0,741.0,132.0,166.0,256.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Greece,54.0,804.0,2128.0,4766.0,1324.0,871.0,1637.0,766.0,637.0,866.0,1002.0,229.0,136.0,307.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Spain,1055.0,4677.0,9795.0,26528.0,5118.0,3829.0,8144.0,4315.0,4638.0,5862.0,859.0,1223.0,2728.0,825.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
France,4421.0,6321.0,12253.0,35989.0,5932.0,5029.0,12293.0,7264.0,6426.0,8883.0,11443.0,2457.0,256.0,812.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Croatia,239.0,352.0,651.0,1975.0,299.0,344.0,624.0,281.0,383.0,539.0,70.0,157.0,161.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Italy,737.0,8611.0,16235.0,3506.0,7624.0,5452.0,10524.0,5072.0,4884.0,6103.0,8301.0,1219.0,2198.0,545.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Cyprus,,87.0,20.0,469.0,113.0,75.0,193.0,118.0,55.0,66.0,76.0,,,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Latvia,56.0,133.0,326.0,1735.0,193.0,235.0,546.0,311.0,456.0,625.0,862.0,169.0,237.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Lithuania,104.0,245.0,692.0,2613.0,448.0,459.0,1097.0,638.0,656.0,727.0,824.0,71.0,97.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Luxembourg,,,,188.0,,,69.0,43.0,43.0,67.0,85.0,,,88.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Hungary,32.0,616.0,1733.0,5676.0,1117.0,689.0,173.0,1041.0,1332.0,1673.0,2213.0,34.0,54.0,115.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Malta,,,56.0,199.0,,,79.0,44.0,,47.0,64.0,,,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Netherlands,1352.0,2022.0,3843.0,11434.0,1821.0,1706.0,4119.0,2413.0,1982.0,2704.0,3472.0,722.0,768.0,144.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Austria,414.0,1377.0,2321.0,5541.0,943.0,782.0,1646.0,864.0,898.0,1245.0,1574.0,347.0,329.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Poland,1246.0,2292.0,5363.0,18168.0,3071.0,3101.0,7207.0,4106.0,4157.0,4757.0,5598.0,60.0,841.0,495.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Portugal,335.0,1866.0,333.0,7115.0,1465.0,1114.0,2114.0,100.0,885.0,1135.0,1671.0,25.0,535.0,414.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Romania,503.0,1384.0,2715.0,8831.0,1331.0,1194.0,3124.0,193.0,2193.0,270.0,2992.0,508.0,292.0,1572.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Slovenia,181.0,166.0,402.0,1162.0,235.0,217.0,442.0,225.0,216.0,258.0,318.0,42.0,6.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Slovakia,213.0,381.0,1054.0,3416.0,673.0,673.0,1584.0,911.0,593.0,679.0,779.0,85.0,10.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Finland,23.0,615.0,1244.0,4092.0,629.0,653.0,1473.0,82.0,813.0,1131.0,1375.0,318.0,244.0,66.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Sweden,34.0,1284.0,2384.0,7695.0,110.0,1099.0,2671.0,1572.0,1481.0,2119.0,264.0,638.0,521.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Iceland,,106.0,162.0,248.0,56.0,,6.0,,,,,,,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Norway,236.0,764.0,1448.0,3794.0,684.0,552.0,1234.0,681.0,624.0,842.0,1112.0,218.0,27.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Switzerland,586.0,1421.0,241.0,6257.0,989.0,879.0,1946.0,1067.0,101.0,1358.0,1901.0,347.0,544.0,98.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
United Kingdom,5504.0,7302.0,14515.0,43053.0,7213.0,5896.0,14272.0,8376.0,7662.0,1022.0,14266.0,2558.0,4046.0,635.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
Türkiye,3283.0,4367.0,6989.0,1297.0,2622.0,1266.0,324.0,1974.0,1807.0,2162.0,2741.0,355.0,579.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Female
European_Union_27_countries_from_2020,638.0,5888.0,11022.0,27249.0,5134.0,4133.0,8631.0,4499.0,4652.0,5947.0,7596.0,1295.0,1649.0,1268.0,Sheet 6,ISCED 0–2,Total,15-34,Female
European_Union_29_countries_from_2013-2020,776.0,6709.0,12853.0,32361.0,6144.0,5004.0,10399.0,5394.0,5686.0,7204.0,9109.0,1518.0,1905.0,1365.0,Sheet 6,ISCED 0–2,Total,15-34,Female
Euro_area_19_countries_2015-2022,,4906.0,9215.0,22516.0,4309.0,3351.0,6942.0,359.0,3799.0,492.0,636.0,1121.0,144.0,916.0,Sheet 6,ISCED 0–2,Total,15-34,Female
Belgium,39.0,8.0,18.0,601.0,10.0,123.0,263.0,14.0,103.0,133.0,159.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Bulgaria,,,56.0,307.0,,67.0,147.0,8.0,64.0,86.0,104.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Czechia,,,76.0,373.0,49.0,6.0,135.0,74.0,125.0,145.0,162.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Denmark,,212.0,451.0,102.0,238.0,173.0,334.0,161.0,136.0,171.0,235.0,,64.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Germany,,1302.0,2413.0,6815.0,1111.0,855.0,1851.0,996.0,1521.0,2027.0,2551.0,506.0,524.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Estonia,,,,8.0,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Ireland,,,82.0,175.0,45.0,,52.0,41.0,,,42.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Greece,,36.0,99.0,17.0,63.0,,56.0,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Spain,,849.0,1576.0,4047.0,727.0,607.0,1282.0,675.0,726.0,862.0,1189.0,136.0,326.0,178.0,Sheet 6,ISCED 0–2,Total,15-34,Female
France,,,711.0,2405.0,,,972.0,553.0,,624.0,722.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Croatia,,,,,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Italy,,689.0,1357.0,2688.0,668.0,363.0,737.0,374.0,366.0,424.0,594.0,58.0,171.0,73.0,Sheet 6,ISCED 0–2,Total,15-34,Female
Cyprus,,,,,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Latvia,,,,74.0,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Lithuania,,,,53.0,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Luxembourg,,,,,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Hungary,,,123.0,393.0,95.0,45.0,103.0,58.0,107.0,138.0,167.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Malta,,,,65.0,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Netherlands,93.0,1003.0,1744.0,3046.0,741.0,537.0,878.0,341.0,231.0,309.0,424.0,77.0,116.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Austria,,149.0,273.0,726.0,124.0,116.0,215.0,99.0,126.0,172.0,238.0,,66.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Poland,,,113.0,459.0,68.0,121.0,214.0,93.0,89.0,89.0,132.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Portugal,,257.0,458.0,926.0,201.0,128.0,28.0,151.0,9.0,128.0,188.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Romania,104.0,43.0,613.0,1329.0,183.0,192.0,429.0,236.0,207.0,261.0,286.0,,,314.0,Sheet 6,ISCED 0–2,Total,15-34,Female
Slovenia,,,,44.0,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Slovakia,,,,8.0,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Finland,,115.0,183.0,464.0,68.0,93.0,187.0,94.0,43.0,81.0,94.0,38.0,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Sweden,,228.0,369.0,813.0,,,298.0,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Iceland,,46.0,64.0,94.0,,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Norway,,188.0,37.0,84.0,182.0,148.0,265.0,117.0,116.0,154.0,204.0,,5.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Switzerland,,176.0,334.0,1081.0,158.0,86.0,272.0,186.0,237.0,347.0,474.0,11.0,128.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
United Kingdom,137.0,821.0,1831.0,5112.0,101.0,872.0,1767.0,896.0,1034.0,1257.0,1513.0,223.0,256.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Türkiye,2014.0,2469.0,4424.0,11054.0,1955.0,1264.0,3314.0,2049.0,2248.0,2749.0,3317.0,502.0,567.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
European_Union_27_countries_from_2020,5664.0,27709.0,5283.0,119001.0,25121.0,18151.0,3723.0,19079.0,17531.0,21909.0,28942.0,4378.0,7033.0,5622.0,Sheet 7,ISCED 0–2,Total,15-74,Female
European_Union_29_countries_from_2013-2020,6973.0,31819.0,61424.0,141389.0,29605.0,21757.0,4531.0,23553.0,2109.0,26342.0,34655.0,5251.0,8314.0,5979.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Euro_area_19_countries_2015-2022,4387.0,24387.0,46417.0,102258.0,2203.0,15602.0,31701.0,16099.0,14277.0,18007.0,2414.0,3729.0,6134.0,4211.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Belgium,207.0,392.0,871.0,2441.0,479.0,419.0,91.0,491.0,421.0,542.0,659.0,121.0,117.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Bulgaria,65.0,94.0,342.0,1486.0,248.0,285.0,619.0,334.0,36.0,447.0,525.0,87.0,78.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Czechia,64.0,122.0,295.0,1142.0,173.0,182.0,412.0,23.0,298.0,356.0,435.0,58.0,79.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Denmark,126.0,331.0,75.0,1916.0,419.0,304.0,665.0,361.0,295.0,394.0,502.0,10.0,107.0,71.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Germany,569.0,4013.0,7873.0,1896.0,386.0,2729.0,5876.0,3147.0,3078.0,3965.0,5211.0,887.0,1245.0,1658.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Estonia,,39.0,91.0,216.0,52.0,,76.0,44.0,,,49.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Ireland,53.0,157.0,327.0,708.0,17.0,94.0,223.0,13.0,105.0,129.0,158.0,,,99.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Greece,,585.0,1398.0,2539.0,813.0,478.0,838.0,36.0,223.0,268.0,303.0,44.0,,208.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Spain,563.0,4929.0,9435.0,2166.0,4505.0,3154.0,6466.0,3312.0,3441.0,406.0,576.0,619.0,170.0,796.0,Sheet 7,ISCED 0–2,Total,15-74,Female
France,1513.0,2809.0,5422.0,14132.0,2614.0,2111.0,4921.0,281.0,2189.0,3021.0,3789.0,832.0,767.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Croatia,15.0,82.0,19.0,527.0,108.0,43.0,136.0,93.0,124.0,14.0,202.0,,61.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Italy,362.0,6373.0,11577.0,21599.0,5205.0,3278.0,6102.0,2825.0,2356.0,2781.0,3919.0,425.0,1138.0,473.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Cyprus,55.0,37.0,98.0,182.0,61.0,,67.0,42.0,,,,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Latvia,,,47.0,235.0,,39.0,86.0,47.0,66.0,85.0,102.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Lithuania,,,67.0,167.0,4.0,,5.0,,35.0,4.0,49.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Luxembourg,,,38.0,153.0,,,48.0,,,47.0,67.0,,,62.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Hungary,56.0,21.0,695.0,2278.0,485.0,302.0,689.0,387.0,563.0,70.0,895.0,137.0,195.0,36.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Malta,,36.0,91.0,273.0,54.0,42.0,97.0,55.0,5.0,68.0,86.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Netherlands,438.0,185.0,3429.0,6937.0,1579.0,1243.0,2284.0,1041.0,722.0,937.0,1223.0,215.0,286.0,74.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Austria,111.0,605.0,1087.0,2544.0,483.0,396.0,753.0,356.0,42.0,589.0,704.0,169.0,115.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Poland,228.0,326.0,769.0,2336.0,443.0,462.0,857.0,395.0,524.0,557.0,711.0,,154.0,73.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Portugal,354.0,2187.0,3931.0,791.0,1745.0,1258.0,2282.0,1024.0,908.0,1152.0,1696.0,244.0,544.0,445.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Romania,513.0,1647.0,2529.0,5171.0,882.0,699.0,1533.0,834.0,782.0,925.0,1109.0,143.0,184.0,1176.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Slovenia,6.0,46.0,124.0,278.0,78.0,51.0,93.0,42.0,42.0,46.0,61.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Slovakia,,65.0,188.0,488.0,123.0,72.0,207.0,134.0,5.0,67.0,93.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Finland,,195.0,321.0,838.0,126.0,147.0,322.0,175.0,102.0,161.0,196.0,59.0,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Sweden,,51.0,843.0,1885.0,333.0,273.0,618.0,346.0,308.0,382.0,423.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Iceland,,97.0,128.0,186.0,,,41.0,,,,,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Norway,96.0,413.0,782.0,1764.0,369.0,289.0,546.0,257.0,215.0,314.0,436.0,99.0,122.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Switzerland,62.0,59.0,989.0,255.0,399.0,278.0,734.0,456.0,417.0,597.0,827.0,18.0,231.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
United Kingdom,1309.0,411.0,8594.0,22388.0,4484.0,3606.0,808.0,4474.0,3559.0,4433.0,5713.0,873.0,1281.0,358.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Türkiye,9022.0,10893.0,18103.0,38687.0,721.0,4381.0,10732.0,6351.0,6629.0,8001.0,9852.0,1371.0,1851.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
European_Union_27_countries_from_2020,4786.0,23935.0,46448.0,106613.0,22513.0,16473.0,33804.0,17331.0,1598.0,1985.0,26361.0,3871.0,651.0,5021.0,Sheet 8,ISCED 0–2,Total,20-64,Female
European_Union_29_countries_from_2013-2020,5907.0,27669.0,54232.0,126991.0,26563.0,19684.0,41109.0,21425.0,19237.0,23921.0,3165.0,4684.0,7729.0,5352.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Euro_area_19_countries_2015-2022,3746.0,21419.0,41504.0,92555.0,20086.0,14297.0,29048.0,14751.0,13053.0,16313.0,22003.0,326.0,569.0,3898.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Belgium,189.0,359.0,804.0,2291.0,446.0,40.0,86.0,46.0,401.0,516.0,627.0,116.0,11.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Bulgaria,61.0,86.0,315.0,1415.0,229.0,275.0,597.0,322.0,345.0,429.0,503.0,84.0,74.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Czechia,61.0,109.0,259.0,1037.0,149.0,172.0,386.0,214.0,275.0,329.0,392.0,54.0,64.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Denmark,11.0,161.0,41.0,129.0,249.0,195.0,481.0,286.0,238.0,308.0,40.0,7.0,92.0,52.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Germany,,3224.0,6494.0,15766.0,327.0,2261.0,4944.0,2683.0,2605.0,3235.0,4327.0,631.0,1092.0,1541.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Estonia,,,71.0,165.0,38.0,,57.0,,,,37.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Ireland,41.0,107.0,241.0,546.0,134.0,81.0,178.0,97.0,82.0,103.0,127.0,,,78.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Greece,,548.0,1306.0,2388.0,757.0,446.0,79.0,344.0,215.0,259.0,293.0,44.0,,186.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Spain,528.0,4794.0,9165.0,21051.0,4371.0,3058.0,6317.0,3259.0,3323.0,3914.0,557.0,591.0,1655.0,758.0,Sheet 8,ISCED 0–2,Total,20-64,Female
France,1401.0,2608.0,5067.0,13292.0,2459.0,2003.0,4635.0,2632.0,2061.0,2844.0,359.0,783.0,746.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Croatia,12.0,71.0,167.0,493.0,96.0,43.0,124.0,82.0,124.0,14.0,202.0,,61.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Italy,297.0,5956.0,11013.0,20696.0,5057.0,320.0,5937.0,2737.0,2225.0,2626.0,3746.0,401.0,112.0,448.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Cyprus,52.0,,89.0,168.0,55.0,,64.0,4.0,,,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Latvia,,,45.0,207.0,,,72.0,44.0,62.0,79.0,89.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Lithuania,,,59.0,138.0,,,39.0,,,,39.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Luxembourg,,,36.0,148.0,,,46.0,,,46.0,66.0,,,53.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Hungary,53.0,206.0,663.0,2206.0,458.0,298.0,676.0,378.0,541.0,678.0,867.0,136.0,189.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Malta,,,83.0,262.0,5.0,41.0,95.0,54.0,49.0,66.0,84.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Netherlands,312.0,974.0,1988.0,4624.0,1013.0,968.0,1696.0,728.0,571.0,743.0,94.0,172.0,197.0,55.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Austria,102.0,516.0,938.0,220.0,422.0,358.0,675.0,316.0,37.0,519.0,587.0,149.0,69.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Poland,182.0,292.0,698.0,2143.0,406.0,453.0,811.0,358.0,485.0,518.0,634.0,,116.0,73.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Portugal,253.0,1967.0,3638.0,741.0,167.0,1179.0,2171.0,991.0,85.0,1085.0,1601.0,235.0,516.0,409.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Romania,386.0,1247.0,1907.0,4272.0,66.0,587.0,1316.0,729.0,723.0,866.0,1049.0,143.0,183.0,908.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovenia,4.0,41.0,117.0,264.0,76.0,48.0,89.0,41.0,4.0,44.0,58.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovakia,,64.0,182.0,468.0,119.0,69.0,20.0,131.0,49.0,62.0,86.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Finland,,95.0,168.0,47.0,74.0,73.0,182.0,109.0,61.0,99.0,12.0,38.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Sweden,,344.0,524.0,1201.0,,,364.0,212.0,,271.0,312.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Iceland,,71.0,87.0,126.0,,,,,,,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Norway,75.0,274.0,544.0,1294.0,271.0,209.0,397.0,188.0,172.0,254.0,353.0,82.0,99.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Switzerland,62.0,407.0,683.0,1706.0,276.0,215.0,57.0,355.0,249.0,326.0,453.0,77.0,127.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
United Kingdom,1121.0,3734.0,7784.0,20378.0,4049.0,3211.0,7305.0,4094.0,3258.0,4071.0,529.0,813.0,1219.0,332.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Türkiye,8364.0,9797.0,16005.0,3431.0,6207.0,3967.0,9624.0,5657.0,579.0,7027.0,8681.0,1236.0,1654.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
European_Union_27_countries_from_2020,1515.0,8818.0,17403.0,39588.0,8585.0,588.0,12444.0,6564.0,6152.0,7439.0,9741.0,1287.0,2303.0,1815.0,Sheet 9,ISCED 0–2,Total,35-49,Female
European_Union_29_countries_from_2013-2020,1791.0,9901.0,19652.0,45795.0,9751.0,6804.0,14789.0,7985.0,7016.0,8629.0,11354.0,1613.0,2725.0,1958.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Euro_area_19_countries_2015-2022,1119.0,7938.0,15461.0,34005.0,7523.0,5086.0,1068.0,5594.0,486.0,5919.0,7864.0,1059.0,1944.0,1384.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Belgium,68.0,122.0,26.0,747.0,139.0,119.0,248.0,129.0,165.0,198.0,239.0,,4.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Bulgaria,,,12.0,63.0,9.0,12.0,258.0,138.0,19.0,227.0,251.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Czechia,,53.0,102.0,347.0,49.0,45.0,119.0,74.0,76.0,97.0,126.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Denmark,,48.0,121.0,33.0,73.0,53.0,118.0,65.0,54.0,81.0,91.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Germany,,1215.0,2549.0,5517.0,1334.0,686.0,1661.0,974.0,778.0,932.0,1308.0,,,513.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Estonia,,,37.0,75.0,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Ireland,,,78.0,187.0,4.0,,57.0,,,,52.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Greece,,184.0,415.0,848.0,231.0,158.0,284.0,126.0,106.0,132.0,148.0,,,65.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Spain,161.0,1837.0,3584.0,8331.0,1747.0,1215.0,2639.0,1424.0,1332.0,1544.0,2108.0,213.0,563.0,245.0,Sheet 9,ISCED 0–2,Total,35-49,Female
France,,882.0,1645.0,4398.0,763.0,615.0,150.0,885.0,749.0,1009.0,1253.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Croatia,5.0,,84.0,191.0,58.0,,44.0,,52.0,63.0,63.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Italy,98.0,2402.0,4306.0,8044.0,1904.0,1327.0,242.0,1093.0,826.0,971.0,1318.0,145.0,347.0,246.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Cyprus,,,36.0,6.0,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Latvia,,,,12.0,,,38.0,,35.0,47.0,55.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Lithuania,,,,62.0,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Luxembourg,,,,57.0,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Hungary,,84.0,287.0,999.0,203.0,131.0,295.0,164.0,258.0,324.0,417.0,66.0,93.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Malta,,,,97.0,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Netherlands,85.0,208.0,504.0,1274.0,296.0,194.0,466.0,272.0,196.0,239.0,304.0,43.0,65.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Austria,,17.0,331.0,861.0,16.0,155.0,283.0,128.0,158.0,231.0,247.0,74.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Poland,59.0,112.0,339.0,916.0,227.0,14.0,268.0,128.0,251.0,251.0,309.0,,58.0,6.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Portugal,8.0,738.0,143.0,2923.0,692.0,47.0,843.0,373.0,384.0,447.0,65.0,,204.0,148.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Romania,159.0,429.0,704.0,1739.0,275.0,228.0,55.0,322.0,316.0,371.0,485.0,,114.0,306.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovenia,,,55.0,108.0,41.0,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovakia,,,86.0,196.0,65.0,,72.0,54.0,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Finland,,,43.0,99.0,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Sweden,,,,432.0,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Iceland,,,,,,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Norway,,96.0,181.0,384.0,84.0,67.0,115.0,,,58.0,88.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
