Region,0,1-9,10-14,15-19,20-29,30-44,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Malta,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Netherlands,93.0,1003.0,741.0,537.0,341.0,231.0,77.0,116.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Austria,,149.0,124.0,116.0,99.0,126.0,,66.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Poland,,,68.0,121.0,93.0,89.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Portugal,,257.0,201.0,128.0,151.0,9.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Romania,104.0,43.0,183.0,192.0,236.0,207.0,,,314.0,Sheet 6,ISCED 0–2,Total,15-34,Female
Slovenia,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Slovakia,,,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Finland,,115.0,68.0,93.0,94.0,43.0,38.0,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Sweden,,228.0,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Iceland,,46.0,,,,,,,,Sheet 6,ISCED 0–2,Total,15-34,Female
Norway,,188.0,182.0,148.0,117.0,116.0,,5.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Switzerland,,176.0,158.0,86.0,186.0,237.0,11.0,128.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
United Kingdom,137.0,821.0,101.0,872.0,896.0,1034.0,223.0,256.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
Türkiye,2014.0,2469.0,1955.0,1264.0,2049.0,2248.0,502.0,567.0,,Sheet 6,ISCED 0–2,Total,15-34,Female
European_Union_27_countries_from_2020,5664.0,27709.0,25121.0,18151.0,19079.0,17531.0,4378.0,7033.0,5622.0,Sheet 7,ISCED 0–2,Total,15-74,Female
European_Union_29_countries_from_2013-2020,6973.0,31819.0,29605.0,21757.0,23553.0,2109.0,5251.0,8314.0,5979.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Euro_area_19_countries_2015-2022,4387.0,24387.0,2203.0,15602.0,16099.0,14277.0,3729.0,6134.0,4211.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Belgium,207.0,392.0,479.0,419.0,491.0,421.0,121.0,117.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Bulgaria,65.0,94.0,248.0,285.0,334.0,36.0,87.0,78.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Czechia,64.0,122.0,173.0,182.0,23.0,298.0,58.0,79.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Denmark,126.0,331.0,419.0,304.0,361.0,295.0,10.0,107.0,71.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Germany,569.0,4013.0,386.0,2729.0,3147.0,3078.0,887.0,1245.0,1658.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Estonia,,39.0,52.0,,44.0,,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Ireland,53.0,157.0,17.0,94.0,13.0,105.0,,,99.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Greece,,585.0,813.0,478.0,36.0,223.0,44.0,,208.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Spain,563.0,4929.0,4505.0,3154.0,3312.0,3441.0,619.0,170.0,796.0,Sheet 7,ISCED 0–2,Total,15-74,Female
France,1513.0,2809.0,2614.0,2111.0,281.0,2189.0,832.0,767.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Croatia,15.0,82.0,108.0,43.0,93.0,124.0,,61.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Italy,362.0,6373.0,5205.0,3278.0,2825.0,2356.0,425.0,1138.0,473.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Cyprus,55.0,37.0,61.0,,42.0,,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Latvia,,,,39.0,47.0,66.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Lithuania,,,4.0,,,35.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Luxembourg,,,,,,,,,62.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Hungary,56.0,21.0,485.0,302.0,387.0,563.0,137.0,195.0,36.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Malta,,36.0,54.0,42.0,55.0,5.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Netherlands,438.0,185.0,1579.0,1243.0,1041.0,722.0,215.0,286.0,74.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Austria,111.0,605.0,483.0,396.0,356.0,42.0,169.0,115.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Poland,228.0,326.0,443.0,462.0,395.0,524.0,,154.0,73.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Portugal,354.0,2187.0,1745.0,1258.0,1024.0,908.0,244.0,544.0,445.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Romania,513.0,1647.0,882.0,699.0,834.0,782.0,143.0,184.0,1176.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Slovenia,6.0,46.0,78.0,51.0,42.0,42.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Slovakia,,65.0,123.0,72.0,134.0,5.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Finland,,195.0,126.0,147.0,175.0,102.0,59.0,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Sweden,,51.0,333.0,273.0,346.0,308.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Iceland,,97.0,,,,,,,,Sheet 7,ISCED 0–2,Total,15-74,Female
Norway,96.0,413.0,369.0,289.0,257.0,215.0,99.0,122.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
Switzerland,62.0,59.0,399.0,278.0,456.0,417.0,18.0,231.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
United Kingdom,1309.0,411.0,4484.0,3606.0,4474.0,3559.0,873.0,1281.0,358.0,Sheet 7,ISCED 0–2,Total,15-74,Female
Türkiye,9022.0,10893.0,721.0,4381.0,6351.0,6629.0,1371.0,1851.0,,Sheet 7,ISCED 0–2,Total,15-74,Female
European_Union_27_countries_from_2020,4786.0,23935.0,22513.0,16473.0,17331.0,1598.0,3871.0,651.0,5021.0,Sheet 8,ISCED 0–2,Total,20-64,Female
European_Union_29_countries_from_2013-2020,5907.0,27669.0,26563.0,19684.0,21425.0,19237.0,4684.0,7729.0,5352.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Euro_area_19_countries_2015-2022,3746.0,21419.0,20086.0,14297.0,14751.0,13053.0,326.0,569.0,3898.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Belgium,189.0,359.0,446.0,40.0,46.0,401.0,116.0,11.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Bulgaria,61.0,86.0,229.0,275.0,322.0,345.0,84.0,74.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Czechia,61.0,109.0,149.0,172.0,214.0,275.0,54.0,64.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Denmark,11.0,161.0,249.0,195.0,286.0,238.0,7.0,92.0,52.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Germany,,3224.0,327.0,2261.0,2683.0,2605.0,631.0,1092.0,1541.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Estonia,,,38.0,,,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Ireland,41.0,107.0,134.0,81.0,97.0,82.0,,,78.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Greece,,548.0,757.0,446.0,344.0,215.0,44.0,,186.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Spain,528.0,4794.0,4371.0,3058.0,3259.0,3323.0,591.0,1655.0,758.0,Sheet 8,ISCED 0–2,Total,20-64,Female
France,1401.0,2608.0,2459.0,2003.0,2632.0,2061.0,783.0,746.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Croatia,12.0,71.0,96.0,43.0,82.0,124.0,,61.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Italy,297.0,5956.0,5057.0,320.0,2737.0,2225.0,401.0,112.0,448.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Cyprus,52.0,,55.0,,4.0,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Latvia,,,,,44.0,62.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Lithuania,,,,,,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Luxembourg,,,,,,,,,53.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Hungary,53.0,206.0,458.0,298.0,378.0,541.0,136.0,189.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Malta,,,5.0,41.0,54.0,49.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Netherlands,312.0,974.0,1013.0,968.0,728.0,571.0,172.0,197.0,55.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Austria,102.0,516.0,422.0,358.0,316.0,37.0,149.0,69.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Poland,182.0,292.0,406.0,453.0,358.0,485.0,,116.0,73.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Portugal,253.0,1967.0,167.0,1179.0,991.0,85.0,235.0,516.0,409.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Romania,386.0,1247.0,66.0,587.0,729.0,723.0,143.0,183.0,908.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovenia,4.0,41.0,76.0,48.0,41.0,4.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Slovakia,,64.0,119.0,69.0,131.0,49.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Finland,,95.0,74.0,73.0,109.0,61.0,38.0,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Sweden,,344.0,,,212.0,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Iceland,,71.0,,,,,,,,Sheet 8,ISCED 0–2,Total,20-64,Female
Norway,75.0,274.0,271.0,209.0,188.0,172.0,82.0,99.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
Switzerland,62.0,407.0,276.0,215.0,355.0,249.0,77.0,127.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
United Kingdom,1121.0,3734.0,4049.0,3211.0,4094.0,3258.0,813.0,1219.0,332.0,Sheet 8,ISCED 0–2,Total,20-64,Female
Türkiye,8364.0,9797.0,6207.0,3967.0,5657.0,579.0,1236.0,1654.0,,Sheet 8,ISCED 0–2,Total,20-64,Female
European_Union_27_countries_from_2020,1515.0,8818.0,8585.0,588.0,6564.0,6152.0,1287.0,2303.0,1815.0,Sheet 9,ISCED 0–2,Total,35-49,Female
European_Union_29_countries_from_2013-2020,1791.0,9901.0,9751.0,6804.0,7985.0,7016.0,1613.0,2725.0,1958.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Euro_area_19_countries_2015-2022,1119.0,7938.0,7523.0,5086.0,5594.0,486.0,1059.0,1944.0,1384.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Belgium,68.0,122.0,139.0,119.0,129.0,165.0,,4.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Bulgaria,,,9.0,12.0,138.0,19.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Czechia,,53.0,49.0,45.0,74.0,76.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Denmark,,48.0,73.0,53.0,65.0,54.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Germany,,1215.0,1334.0,686.0,974.0,778.0,,,513.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Estonia,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Ireland,,,4.0,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Greece,,184.0,231.0,158.0,126.0,106.0,,,65.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Spain,161.0,1837.0,1747.0,1215.0,1424.0,1332.0,213.0,563.0,245.0,Sheet 9,ISCED 0–2,Total,35-49,Female
France,,882.0,763.0,615.0,885.0,749.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Croatia,5.0,,58.0,,,52.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Italy,98.0,2402.0,1904.0,1327.0,1093.0,826.0,145.0,347.0,246.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Cyprus,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Latvia,,,,,,35.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Lithuania,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Luxembourg,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Hungary,,84.0,203.0,131.0,164.0,258.0,66.0,93.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Malta,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Netherlands,85.0,208.0,296.0,194.0,272.0,196.0,43.0,65.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
Austria,,17.0,16.0,155.0,128.0,158.0,74.0,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Poland,59.0,112.0,227.0,14.0,128.0,251.0,,58.0,6.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Portugal,8.0,738.0,692.0,47.0,373.0,384.0,,204.0,148.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Romania,159.0,429.0,275.0,228.0,322.0,316.0,,114.0,306.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovenia,,,41.0,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Slovakia,,,65.0,,54.0,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Finland,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Sweden,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Iceland,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Norway,,96.0,84.0,67.0,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Female
Switzerland,,124.0,91.0,98.0,165.0,103.0,37.0,56.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
United Kingdom,276.0,1083.0,1166.0,924.0,1421.0,865.0,326.0,423.0,143.0,Sheet 9,ISCED 0–2,Total,35-49,Female
Türkiye,399.0,4324.0,3069.0,2189.0,2921.0,310.0,635.0,903.0,,Sheet 9,ISCED 0–2,Total,35-49,Female
European_Union_27_countries_from_2020,3512.0,13003.0,11402.0,8138.0,8016.0,6727.0,1797.0,3082.0,2539.0,Sheet 10,ISCED 0–2,Total,50-74,Female
European_Union_29_countries_from_2013-2020,4407.0,15209.0,1371.0,9948.0,10174.0,8388.0,2121.0,3683.0,2656.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Euro_area_19_countries_2015-2022,281.0,11543.0,10198.0,7164.0,6915.0,5618.0,1549.0,275.0,1912.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Belgium,101.0,191.0,241.0,178.0,222.0,153.0,57.0,51.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Bulgaria,,54.0,112.0,98.0,116.0,107.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Czechia,,41.0,76.0,77.0,82.0,97.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Denmark,7.0,71.0,108.0,78.0,135.0,104.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Germany,,1496.0,1415.0,1187.0,1177.0,779.0,,,664.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Estonia,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Ireland,,82.0,85.0,55.0,59.0,44.0,,,44.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Greece,,365.0,519.0,285.0,213.0,103.0,,,111.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Spain,367.0,2243.0,2031.0,1332.0,1213.0,1383.0,27.0,81.0,373.0,Sheet 10,ISCED 0–2,Total,50-74,Female
France,1041.0,1598.0,1469.0,1076.0,1373.0,982.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Croatia,95.0,56.0,44.0,,47.0,69.0,,61.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Italy,252.0,3282.0,2633.0,1587.0,1358.0,1164.0,222.0,62.0,154.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Cyprus,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Latvia,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Lithuania,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Luxembourg,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Hungary,,98.0,187.0,126.0,164.0,198.0,4.0,72.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Malta,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Netherlands,26.0,639.0,542.0,512.0,428.0,294.0,95.0,106.0,41.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Austria,76.0,285.0,199.0,125.0,129.0,136.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Poland,138.0,169.0,148.0,201.0,174.0,184.0,,52.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
Portugal,265.0,1191.0,852.0,659.0,50.0,434.0,143.0,28.0,244.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Romania,249.0,788.0,424.0,279.0,275.0,258.0,,,556.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Slovenia,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Slovakia,,,47.0,42.0,59.0,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Finland,,58.0,37.0,4.0,71.0,41.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Sweden,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Iceland,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Norway,,129.0,102.0,73.0,92.0,63.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Female
Switzerland,47.0,289.0,151.0,94.0,105.0,77.0,,48.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
United Kingdom,895.0,2206.0,2308.0,181.0,2158.0,1661.0,324.0,602.0,116.0,Sheet 10,ISCED 0–2,Total,50-74,Female
Türkiye,3018.0,410.0,2185.0,927.0,138.0,1282.0,235.0,381.0,,Sheet 10,ISCED 0–2,Total,50-74,Female
European_Union_27_countries_from_2020,3018.0,16298.0,18757.0,1758.0,23088.0,22521.0,5773.0,6963.0,4585.0,Sheet 11,ISCED 3–4,Total,15-34,Female
European_Union_29_countries_from_2013-2020,374.0,1983.0,22825.0,20544.0,27064.0,26266.0,7012.0,8777.0,480.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Euro_area_19_countries_2015-2022,2107.0,13622.0,14709.0,12985.0,17321.0,15932.0,431.0,529.0,3419.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Belgium,121.0,303.0,432.0,447.0,496.0,475.0,17.0,188.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Bulgaria,,,262.0,332.0,471.0,465.0,94.0,59.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Czechia,65.0,235.0,454.0,546.0,676.0,716.0,216.0,195.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Denmark,,26.0,24.0,277.0,319.0,311.0,104.0,108.0,45.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Germany,655.0,4511.0,4456.0,4485.0,6729.0,6648.0,1944.0,1926.0,1883.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Estonia,,44.0,58.0,83.0,62.0,75.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Ireland,,192.0,255.0,182.0,274.0,233.0,49.0,82.0,179.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Greece,,178.0,397.0,353.0,259.0,297.0,6.0,64.0,12.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Spain,67.0,938.0,1172.0,792.0,1017.0,1009.0,172.0,528.0,263.0,Sheet 11,ISCED 3–4,Total,15-34,Female
France,611.0,2385.0,2449.0,2316.0,3352.0,2585.0,685.0,927.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Croatia,57.0,179.0,187.0,134.0,256.0,225.0,6.0,9.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Italy,102.0,2305.0,2533.0,1563.0,1636.0,1619.0,327.0,63.0,365.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Cyprus,42.0,,36.0,44.0,42.0,,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Latvia,,39.0,44.0,42.0,139.0,104.0,39.0,55.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Lithuania,,56.0,74.0,109.0,219.0,135.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Luxembourg,,,,,,,,,37.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Hungary,57.0,231.0,437.0,326.0,543.0,845.0,223.0,282.0,81.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Malta,,,,35.0,,43.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Netherlands,233.0,1057.0,1135.0,986.0,1092.0,884.0,339.0,353.0,84.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Austria,,615.0,519.0,451.0,674.0,671.0,232.0,192.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Poland,512.0,92.0,1352.0,188.0,1808.0,2317.0,342.0,318.0,202.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Portugal,,48.0,51.0,452.0,403.0,331.0,,105.0,153.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Romania,118.0,343.0,519.0,689.0,1046.0,1253.0,277.0,228.0,76.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Slovenia,,78.0,83.0,113.0,121.0,106.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Slovakia,52.0,72.0,238.0,26.0,418.0,301.0,46.0,87.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Finland,,304.0,278.0,261.0,336.0,379.0,97.0,74.0,42.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Sweden,,469.0,595.0,41.0,649.0,457.0,,391.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Iceland,,44.0,,,,,,,,Sheet 11,ISCED 3–4,Total,15-34,Female
Norway,6.0,312.0,253.0,166.0,259.0,279.0,71.0,93.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
Switzerland,61.0,43.0,405.0,412.0,491.0,769.0,33.0,266.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
United Kingdom,723.0,3533.0,4068.0,2964.0,3976.0,3744.0,124.0,1814.0,215.0,Sheet 11,ISCED 3–4,Total,15-34,Female
Türkiye,391.0,1075.0,1114.0,1004.0,1847.0,1957.0,44.0,48.0,,Sheet 11,ISCED 3–4,Total,15-34,Female
European_Union_27_countries_from_2020,18118.0,64875.0,7069.0,62502.0,7874.0,7460.0,19589.0,23329.0,14368.0,Sheet 12,ISCED 3–4,Total,15-74,Female
European_Union_29_countries_from_2013-2020,21985.0,74175.0,8020.0,69569.0,88826.0,83705.0,22574.0,27574.0,15023.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Euro_area_19_countries_2015-2022,13122.0,53179.0,54172.0,4531.0,56311.0,50997.0,1419.0,17725.0,9938.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Belgium,653.0,101.0,1348.0,1211.0,1546.0,1378.0,438.0,546.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Bulgaria,107.0,307.0,1257.0,1427.0,1853.0,1888.0,35.0,289.0,56.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Czechia,745.0,1497.0,2651.0,2574.0,3359.0,3407.0,901.0,771.0,112.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Denmark,302.0,716.0,742.0,755.0,1001.0,965.0,361.0,267.0,131.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Germany,3961.0,18481.0,19361.0,16732.0,21688.0,20563.0,577.0,6101.0,5721.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Estonia,44.0,184.0,224.0,265.0,245.0,266.0,63.0,7.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Ireland,148.0,545.0,574.0,472.0,686.0,611.0,124.0,214.0,414.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Greece,38.0,889.0,1589.0,1272.0,964.0,102.0,32.0,232.0,448.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Spain,487.0,3659.0,4191.0,3035.0,3679.0,3989.0,873.0,1975.0,75.0,Sheet 12,ISCED 3–4,Total,15-74,Female
France,431.0,8559.0,7957.0,7687.0,10074.0,8022.0,2553.0,3066.0,871.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Croatia,303.0,57.0,601.0,734.0,689.0,694.0,278.0,246.0,72.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Italy,697.0,10656.0,9907.0,6438.0,6822.0,6372.0,1446.0,2776.0,914.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Cyprus,75.0,102.0,132.0,13.0,135.0,69.0,,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Latvia,64.0,194.0,216.0,253.0,429.0,492.0,199.0,261.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Lithuania,121.0,318.0,443.0,54.0,736.0,583.0,7.0,84.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Luxembourg,,,,,53.0,67.0,,,103.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Hungary,41.0,1052.0,1903.0,1362.0,1962.0,2639.0,724.0,929.0,263.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Malta,,,53.0,58.0,57.0,72.0,,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Netherlands,1188.0,2832.0,268.0,2407.0,3276.0,2446.0,853.0,817.0,239.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Austria,472.0,224.0,1627.0,1358.0,1815.0,1648.0,671.0,57.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Poland,2271.0,4574.0,5756.0,6249.0,7153.0,7425.0,1027.0,1554.0,908.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Portugal,116.0,1634.0,1434.0,1061.0,1009.0,827.0,20.0,371.0,314.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Romania,583.0,144.0,2061.0,2759.0,4608.0,5148.0,1198.0,798.0,2777.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Slovenia,193.0,306.0,359.0,341.0,372.0,366.0,85.0,88.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Slovakia,37.0,645.0,1266.0,1305.0,1862.0,1315.0,202.0,278.0,58.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Finland,159.0,864.0,781.0,714.0,86.0,892.0,26.0,206.0,86.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Sweden,275.0,1541.0,1546.0,1331.0,1803.0,1437.0,559.0,75.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Iceland,,97.0,53.0,,,,,,,Sheet 12,ISCED 3–4,Total,15-74,Female
Norway,229.0,974.0,783.0,552.0,746.0,709.0,196.0,291.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
Switzerland,565.0,2009.0,1559.0,1417.0,1593.0,1816.0,696.0,747.0,103.0,Sheet 12,ISCED 3–4,Total,15-74,Female
United Kingdom,3867.0,930.0,951.0,7067.0,10085.0,9104.0,2985.0,4245.0,656.0,Sheet 12,ISCED 3–4,Total,15-74,Female
Türkiye,987.0,1926.0,2115.0,1859.0,3072.0,3133.0,749.0,1035.0,,Sheet 12,ISCED 3–4,Total,15-74,Female
